item_id,feature,target,stimulus,state,spans,covered,todo,percent,excluded,max_nesting,cross,conditions,directive,detail,source,generate
TP1479,V,rV_bits,unclassified,complete,1,1,0,100.0,0,0,,,read the guard and decide what arranges it,,extensions/V/vext_regs.sail:187,opcode_sweep.py extensions/V/vext_regs.sail
TP1480,V,wV_bits,unclassified,complete,1,1,0,100.0,0,0,,,read the guard and decide what arranges it,,extensions/V/vext_regs.sail:189,opcode_sweep.py extensions/V/vext_regs.sail
TP1481,V,is_invalid_sew_pow,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: VSETIVLI, VSETVL, VSETVLI",is_invalid_sew_pow() reached via 3 instruction(s),extensions/V/vext_regs.sail:252,opcode_sweep.py extensions/V/vext_vset_insts.sail
TP1482,V,is_invalid_lmul_pow,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: VSETIVLI, VSETVL, VSETVLI",is_invalid_lmul_pow() reached via 3 instruction(s),extensions/V/vext_regs.sail:255,opcode_sweep.py extensions/V/vext_vset_insts.sail
TP1483,V,get_sew_pow,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: vslideup.vi, vslidedown.vi, vrgather.vi, VLSEGFFTYPE, VLSEGTYPE, VLSSEGTYPE, VLXSEGTYPE, VROL_VV, ...",get_sew_pow() reached via 8+ instruction(s),extensions/V/vext_regs.sail:259,opcode_sweep.py extensions/V/vext_arith_insts.sail extensions/V/vext_mem_insts.sail extensions/vector_crypto/zvbb_insts.sail
TP1484,V,get_sew,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: vfmacc.vf, vfnmacc.vf, vfmsac.vf, vfnmsac.vf, vfmadd.vf, vfnmadd.vf, vfmsub.vf, vfnmsub.vf, ...",get_sew() reached via 8+ instruction(s),extensions/V/vext_regs.sail:271,opcode_sweep.py extensions/V/vext_fp_insts.sail extensions/V/vext_fp_vm_insts.sail extensions/V/vext_arith_insts.sail
TP1486,V,get_lmul_pow,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: vfmacc.vf, vfnmacc.vf, vfmsac.vf, vfnmsac.vf, vfmadd.vf, vfnmadd.vf, vfmsub.vf, vfnmsub.vf, ...",get_lmul_pow() reached via 8+ instruction(s),extensions/V/vext_regs.sail:279,opcode_sweep.py extensions/V/vext_fp_insts.sail extensions/V/vext_fp_vm_insts.sail extensions/V/vext_arith_insts.sail
TP1488,V,get_vtype_vma,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: vmfeq.vf, vmfne.vf, vmfle.vf, vmflt.vf, vmfge.vf, vmfgt.vf, vmfeq.vv, vmfne.vv, ...",get_vtype_vma() reached via 8+ instruction(s),extensions/V/vext_regs.sail:294,opcode_sweep.py extensions/V/vext_fp_vm_insts.sail extensions/V/vext_vm_insts.sail extensions/V/vext_mask_insts.sail
TP1489,V,get_vtype_vta,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: MASKTYPEI, MASKTYPEV, MASKTYPEX, MVVCOMPRESS, VFMERGE, VFMVSF, VLSEGFFTYPE, VMVSX",get_vtype_vta() reached via 8 instruction(s),extensions/V/vext_regs.sail:296,opcode_sweep.py extensions/V/vext_arith_insts.sail extensions/V/vext_fp_insts.sail extensions/V/vext_mem_insts.sail
TP1491,V,set_vstart,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: vfmacc.vf, vfnmacc.vf, vfmsac.vf, vfnmsac.vf, vfmadd.vf, vfnmadd.vf, vfmsub.vf, vfnmsub.vf, ...",set_vstart() reached via 8+ instruction(s),extensions/V/vext_regs.sail:318,opcode_sweep.py extensions/V/vext_fp_insts.sail extensions/V/vext_fp_vm_insts.sail extensions/V/vext_arith_insts.sail
TP1501,V,valid_vtype,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: VLXSEGTYPE, VFMERGE, MASKTYPEI, MASKTYPEV, MASKTYPEX, vadc.vim, vadc.vvm, vsbc.vvm, ...",valid_vtype() reached via 8+ instruction(s),extensions/V/vext_utils_insts.sail:83,opcode_sweep.py extensions/V/vext_mem_insts.sail extensions/V/vext_fp_insts.sail extensions/V/vext_arith_insts.sail
TP1502,V,valid_rd_mask,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: VLXSEGTYPE, vfwadd.wf, vfwsub.wf, vfwmacc.vf, vfwnmacc.vf, vfwmsac.vf, vfwnmsac.vf, vfwadd.vf, ...",valid_rd_mask() reached via 8+ instruction(s),extensions/V/vext_utils_insts.sail:92,opcode_sweep.py extensions/V/vext_mem_insts.sail extensions/V/vext_fp_insts.sail extensions/bfloat16/zvfbfwma_insts.sail
TP1504,V,valid_reg_group,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: vfmacc.vf, vfnmacc.vf, vfmsac.vf, vfnmsac.vf, vfmadd.vf, vfnmadd.vf, vfmsub.vf, vfnmsub.vf, ...",valid_reg_group() reached via 8+ instruction(s),extensions/V/vext_utils_insts.sail:99,opcode_sweep.py extensions/V/vext_fp_insts.sail extensions/V/vext_fp_vm_insts.sail extensions/V/vext_arith_insts.sail
TP1505,V,valid_whole_register,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: VLRETYPE, VSRETYPE",valid_whole_register() reached via 2 instruction(s),extensions/V/vext_utils_insts.sail:106,opcode_sweep.py extensions/V/vext_mem_insts.sail
TP1512,V,valid_segment_group_without_overflow,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: VLXSEGTYPE, VLSEGFFTYPE, VLSEGTYPE, VLSSEGTYPE, VSSEGTYPE, VSSSEGTYPE, VSXSEGTYPE",valid_segment_group_without_overflow() reached via 7 instruction(s),extensions/V/vext_utils_insts.sail:199,opcode_sweep.py extensions/V/vext_mem_insts.sail
TP1527,V,illegal_vd_unmasked,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: vmand.mm, vmnand.mm, vmandn.mm, vmxor.mm, vmor.mm, vmnor.mm, vmorn.mm, vmxnor.mm, ...",illegal_vd_unmasked() reached via 8+ instruction(s),extensions/V/vext_utils_insts.sail:283,opcode_sweep.py extensions/V/vext_mask_insts.sail extensions/V/vext_arith_insts.sail extensions/V/vext_vm_insts.sail
TP1529,V,illegal_reduction,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: vredsum.vs, vredand.vs, vredor.vs, vredxor.vs, vredmin.vs, vredminu.vs, vredmax.vs, vredmaxu.vs",illegal_reduction() reached via 8 instruction(s),extensions/V/vext_utils_insts.sail:297,opcode_sweep.py extensions/V/vext_red_insts.sail
TP1536,V,get_velem_quad,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: vaesdf.vv, vaesdf.vs, vaesdm.vv, vaesdm.vs, vaesef.vv, vaesef.vs, vaesem.vv, vaesem.vs, ...",get_velem_quad() reached via 8+ instruction(s),extensions/V/vext_utils_insts.sail:347,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail extensions/vector_crypto/zvkg_insts.sail extensions/vector_crypto/zvknhab_insts.sail
TP1537,V,write_velem_quad,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: vaesdf.vv, vaesdf.vs, vaesdm.vv, vaesdm.vs, vaesef.vv, vaesef.vs, vaesem.vv, vaesem.vs, ...",write_velem_quad() reached via 8+ instruction(s),extensions/V/vext_utils_insts.sail:351,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail extensions/vector_crypto/zvkg_insts.sail extensions/vector_crypto/zvknhab_insts.sail
TP1539,V,write_velem_oct_vec,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: VSM3C_VI, VSM3ME_VV",write_velem_oct_vec() reached via 2 instruction(s),extensions/V/vext_utils_insts.sail:367,opcode_sweep.py extensions/vector_crypto/zvksh_insts.sail
TP1540,V,get_velem_quad_vec,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: VAESKF1_VI, VAESKF2_VI, VSM4K_VI, ZVKSM4RTYPE",get_velem_quad_vec() reached via 4 instruction(s),extensions/V/vext_utils_insts.sail:374,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail extensions/vector_crypto/zvksed_insts.sail
TP1541,V,write_velem_quad_vec,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: VAESKF1_VI, VAESKF2_VI, VSM4K_VI, ZVKSM4RTYPE",write_velem_quad_vec() reached via 4 instruction(s),extensions/V/vext_utils_insts.sail:378,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail extensions/vector_crypto/zvksed_insts.sail
TP1542,V,get_start_element,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: MASKTYPEI, MASKTYPEV, MASKTYPEX, MVVCOMPRESS, VFMERGE, VLRETYPE, VMTYPE, VMVRTYPE, ...",get_start_element() reached via 8+ instruction(s),extensions/V/vext_utils_insts.sail:386,opcode_sweep.py extensions/V/vext_arith_insts.sail extensions/V/vext_fp_insts.sail extensions/V/vext_mem_insts.sail
TP1543,V,get_end_element,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: vfadd.vf, vfsub.vf, vfrsub.vf, vfmin.vf, vfmax.vf, vfmul.vf, vfdiv.vf, vfrdiv.vf, ...",get_end_element() reached via 8+ instruction(s),extensions/V/vext_utils_insts.sail:389,opcode_sweep.py extensions/V/vext_fp_insts.sail extensions/V/vext_arith_insts.sail
TP1554,V,vrev8,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: VSM3C_VI, VSM3ME_VV",vrev8() reached via 2 instruction(s),extensions/V/vext_utils_insts.sail:647,opcode_sweep.py extensions/vector_crypto/zvksh_insts.sail
TP1564,V,vmadc.vv,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VVMCTYPE arm VVMC_VMADC,extensions/V/vext_vm_insts.sail:117,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1565,V,vmsbc.vv,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VVMCTYPE arm VVMC_VMSBC,extensions/V/vext_vm_insts.sail:118,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1576,V,vmseq.vv,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VVCMPTYPE arm VVCMP_VMSEQ,extensions/V/vext_vm_insts.sail:248,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1577,V,vmsne.vv,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VVCMPTYPE arm VVCMP_VMSNE,extensions/V/vext_vm_insts.sail:249,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1578,V,vmsltu.vv,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VVCMPTYPE arm VVCMP_VMSLTU,extensions/V/vext_vm_insts.sail:250,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1579,V,vmslt.vv,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VVCMPTYPE arm VVCMP_VMSLT,extensions/V/vext_vm_insts.sail:251,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1580,V,vmsleu.vv,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VVCMPTYPE arm VVCMP_VMSLEU,extensions/V/vext_vm_insts.sail:252,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1581,V,vmsle.vv,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VVCMPTYPE arm VVCMP_VMSLE,extensions/V/vext_vm_insts.sail:253,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1592,V,vmadc.vx,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VXMCTYPE arm VXMC_VMADC,extensions/V/vext_vm_insts.sail:374,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1593,V,vmsbc.vx,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VXMCTYPE arm VXMC_VMSBC,extensions/V/vext_vm_insts.sail:375,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1604,V,vmseq.vx,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VXCMPTYPE arm VXCMP_VMSEQ,extensions/V/vext_vm_insts.sail:503,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1605,V,vmsne.vx,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VXCMPTYPE arm VXCMP_VMSNE,extensions/V/vext_vm_insts.sail:504,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1606,V,vmsltu.vx,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VXCMPTYPE arm VXCMP_VMSLTU,extensions/V/vext_vm_insts.sail:505,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1607,V,vmslt.vx,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VXCMPTYPE arm VXCMP_VMSLT,extensions/V/vext_vm_insts.sail:506,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1608,V,vmsleu.vx,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VXCMPTYPE arm VXCMP_VMSLEU,extensions/V/vext_vm_insts.sail:507,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1609,V,vmsle.vx,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VXCMPTYPE arm VXCMP_VMSLE,extensions/V/vext_vm_insts.sail:508,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1610,V,vmsgtu.vx,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VXCMPTYPE arm VXCMP_VMSGTU,extensions/V/vext_vm_insts.sail:509,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1611,V,vmsgt.vx,instruction_variant,complete,1,1,0,100.0,0,2,yes,if mask[i] == 0b1 AND let res : bool = match funct6,generate a test that executes this instruction,VXCMPTYPE arm VXCMP_VMSGT,extensions/V/vext_vm_insts.sail:510,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1643,V,VSETIVLI,operand_value,complete,1,1,0,100.0,0,0,,,vary the operand: the guard discriminates on a specific register or value,,extensions/V/vext_vset_insts.sail:206,opcode_sweep.py extensions/V/vext_vset_insts.sail
TP1645,Zawrs,currentlyEnabled,extension_gate,complete,1,1,0,100.0,0,0,,,"run with this extension enabled, and again with it disabled",Ext_Zawrs,extensions/Zawrs/zawrs_insts.sail:11,opcode_sweep.py extensions/Zawrs/zawrs_insts.sail
TP1659,Zicbom,currentlyEnabled,extension_gate,complete,1,1,0,100.0,0,0,,,"run with this extension enabled, and again with it disabled",Ext_Zicbom,extensions/Zicbom/zicbom_insts.sail:11,opcode_sweep.py extensions/Zicbom/zicbom_insts.sail
TP1667,Zicbom,cbop_priv_check,extension_gate,complete,1,1,0,100.0,0,0,,,"run with this extension enabled, and again with it disabled",Ext_S,extensions/Zicbom/zicbom_insts.sail:53,opcode_sweep.py extensions/Zicbom/zicbom_insts.sail
TP1674,Zicbop,currentlyEnabled,extension_gate,complete,1,1,0,100.0,0,0,,,"run with this extension enabled, and again with it disabled",Ext_Zicbop,extensions/Zicbop/zicbop_insts.sail:11,opcode_sweep.py extensions/Zicbop/zicbop_insts.sail
TP1680,Zicboz,currentlyEnabled,extension_gate,complete,1,1,0,100.0,0,0,,,"run with this extension enabled, and again with it disabled",Ext_Zicboz,extensions/Zicboz/zicboz_insts.sail:11,opcode_sweep.py extensions/Zicboz/zicboz_insts.sail
TP1684,Zicboz,ZICBOZ,csr_field,complete,1,1,0,100.0,0,0,,,preload this CSR field before the instruction under test,menvcfg,extensions/Zicboz/zicboz_insts.sail:26,opcode_sweep.py extensions/Zicboz/zicboz_insts.sail
TP1686,Zicboz,ZICBOZ,operand_value,complete,1,1,0,100.0,0,3,yes,"match get_transformed_data_addr(rs1, negative_offset, access, cache_block_size) AND match translateAddr(vaddr, access) AND match mem_write_ea(paddr, cache_block_size, access, pbmt, false, false, false)",vary the operand: the guard discriminates on a specific register or value,,extensions/Zicboz/zicboz_insts.sail:57,opcode_sweep.py extensions/Zicboz/zicboz_insts.sail
TP1689,Zicond,currentlyEnabled,extension_gate,complete,1,1,0,100.0,0,0,,,"run with this extension enabled, and again with it disabled",Ext_Zicond,extensions/Zicond/zicond_insts.sail:9,opcode_sweep.py extensions/Zicond/zicond_insts.sail
TP1695,Zicond,czero.eqz,instruction_variant,complete,1,1,0,100.0,0,1,,let condition : bool = match op,generate a test that executes this instruction,ZICOND_RTYPE arm CZERO_EQZ,extensions/Zicond/zicond_insts.sail:34,opcode_sweep.py extensions/Zicond/zicond_insts.sail
TP1696,Zicond,czero.nez,instruction_variant,complete,1,1,0,100.0,0,1,,let condition : bool = match op,generate a test that executes this instruction,ZICOND_RTYPE arm CZERO_NEZ,extensions/Zicond/zicond_insts.sail:35,opcode_sweep.py extensions/Zicond/zicond_insts.sail
TP1698,Zicsr,currentlyEnabled,extension_gate,complete,1,1,0,100.0,0,0,,,"run with this extension enabled, and again with it disabled",Ext_Zicsr,extensions/Zicsr/zicsr_insts.sail:12,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP1706,Zicsr,CSRReg,instruction,complete,1,1,0,100.0,0,0,,,generate any legal form of this instruction,CSRReg body,extensions/Zicsr/zicsr_insts.sail:99,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP1707,Zicsr,CSRImm,instruction,complete,1,1,0,100.0,0,0,,,generate any legal form of this instruction,CSRImm body,extensions/Zicsr/zicsr_insts.sail:104,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP1712,Zifencei,FENCEI,instruction,complete,1,1,0,100.0,0,0,,,generate any legal form of this instruction,FENCEI body,extensions/Zifencei/zifencei_insts.sail:23,opcode_sweep.py extensions/Zifencei/zifencei_insts.sail
TP1715,Zihintntl,currentlyEnabled,extension_gate,complete,1,1,0,100.0,0,0,,,"run with this extension enabled, and again with it disabled",Ext_Zihintntl,extensions/Zihintntl/zihintntl_insts.sail:9,opcode_sweep.py extensions/Zihintntl/zihintntl_insts.sail
TP1717,Zihintntl,NTL,instruction,complete,1,1,0,100.0,0,0,,,generate any legal form of this instruction,NTL body,extensions/Zihintntl/zihintntl_insts.sail:21,opcode_sweep.py extensions/Zihintntl/zihintntl_insts.sail
TP1723,Zihintpause,currentlyEnabled,extension_gate,complete,1,1,0,100.0,0,0,,,"run with this extension enabled, and again with it disabled",Ext_Zihintpause,extensions/Zihintpause/zihintpause_insts.sail:9,opcode_sweep.py extensions/Zihintpause/zihintpause_insts.sail
TP1725,Zihintpause,PAUSE,instruction,complete,1,1,0,100.0,0,0,,,generate any legal form of this instruction,PAUSE body,extensions/Zihintpause/zihintpause_insts.sail:19,opcode_sweep.py extensions/Zihintpause/zihintpause_insts.sail
TP1729,Zihpm,hpmidx_from_bits,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: CSRImm, CSRReg",hpmidx_from_bits() reached via 2 instruction(s),extensions/Zihpm/zihpm.sail:189,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP1730,Zihpm,legalize_hpmevent,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_hpmevent() reached via 2 instruction(s),extensions/Zihpm/zihpm.sail:195,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP1732,Zihpm,read_mhpmcounter,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: CSRImm, CSRReg",read_mhpmcounter() reached via 2 instruction(s),extensions/Zihpm/zihpm.sail:207,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP1734,Zihpm,read_mhpmevent,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: CSRImm, CSRReg",read_mhpmevent() reached via 2 instruction(s),extensions/Zihpm/zihpm.sail:209,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP1766,bfloat16,fsplit_BF16,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: FCVT_S_BF16, VFWMACCBF16_VF, VFWMACCBF16_VV",fsplit_BF16() reached via 3 instruction(s),extensions/bfloat16/zfbfmin_utils.sail:9,opcode_sweep.py extensions/bfloat16/zfbfmin_insts.sail extensions/bfloat16/zvfbfwma_insts.sail
TP1769,bfloat16,bf16_to_f32_set_flags,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: VFWMACCBF16_VF, VFWMACCBF16_VV",bf16_to_f32_set_flags() reached via 2 instruction(s),extensions/bfloat16/zfbfmin_utils.sail:27,opcode_sweep.py extensions/bfloat16/zvfbfwma_insts.sail
TP1792,cfi,is_landing_pad_expected,helper_function,complete,1,1,0,100.0,0,0,,,execute an instruction that calls this helper: LPAD,is_landing_pad_expected() reached via 1 instruction(s),extensions/cfi/zicfilp_regs.sail:61,opcode_sweep.py extensions/cfi/zicfilp_insts.sail
TP1793,cfi,reset_elp,helper_function,complete,1,1,0,100.0,0,0,,,execute an instruction that calls this helper: LPAD,reset_elp() reached via 1 instruction(s),extensions/cfi/zicfilp_regs.sail:64,opcode_sweep.py extensions/cfi/zicfilp_insts.sail
TP1815,cfi,SSAMOSWAP,operand_value,complete,1,1,0,100.0,0,0,,,vary the operand: the guard discriminates on a specific register or value,,extensions/cfi/zicfiss_insts.sail:173,opcode_sweep.py extensions/cfi/zicfiss_insts.sail
TP1818,cfi,zicfiss_xSSE,helper_function,complete,1,1,0,100.0,0,1,,currentlyEnabled(Ext_S) & (match priv,"execute an instruction that calls this helper: SSPOPCHK, SSPUSH, SSRDP",zicfiss_xSSE() reached via 3 instruction(s),extensions/cfi/zicfiss_regs.sail:24,opcode_sweep.py extensions/cfi/zicfiss_insts.sail
TP1836,pointer_masking,pm_transform_VA,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: SSPOPCHK, SSPUSH, amoswap, amoadd, amoxor, amoand, amoor, amomin, ...",pm_transform_VA() reached via 8+ instruction(s),extensions/pointer_masking/pm_utils.sail:41,opcode_sweep.py extensions/cfi/zicfiss_insts.sail extensions/A/zaamo_insts.sail extensions/Zicbop/zicbop_insts.sail
TP1837,pointer_masking,pm_transform_PA,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: SSPOPCHK, SSPUSH, amoswap, amoadd, amoxor, amoand, amoor, amomin, ...",pm_transform_PA() reached via 8+ instruction(s),extensions/pointer_masking/pm_utils.sail:44,opcode_sweep.py extensions/cfi/zicfiss_insts.sail extensions/A/zaamo_insts.sail extensions/Zicbop/zicbop_insts.sail
TP1889,vector_crypto,zvk_ch,helper_function,complete,1,1,0,100.0,0,0,,,execute an instruction that calls this helper: ZVKSHA2TYPE,zvk_ch() reached via 1 instruction(s),extensions/vector_crypto/zvk_utils.sail:72,opcode_sweep.py extensions/vector_crypto/zvknhab_insts.sail
TP1890,vector_crypto,zvk_maj,helper_function,complete,1,1,0,100.0,0,0,,,execute an instruction that calls this helper: ZVKSHA2TYPE,zvk_maj() reached via 1 instruction(s),extensions/vector_crypto/zvk_utils.sail:75,opcode_sweep.py extensions/vector_crypto/zvknhab_insts.sail
TP1891,vector_crypto,zvk_round_key,helper_function,complete,1,1,0,100.0,0,0,,,execute an instruction that calls this helper: VSM4K_VI,zvk_round_key() reached via 1 instruction(s),extensions/vector_crypto/zvk_utils.sail:82,opcode_sweep.py extensions/vector_crypto/zvksed_insts.sail
TP1893,vector_crypto,zvksed_box_lookup,unclassified,complete,1,1,0,100.0,0,0,,,read the guard and decide what arranges it,,extensions/vector_crypto/zvk_utils.sail:99,opcode_sweep.py extensions/vector_crypto/zvk_utils.sail
TP1894,vector_crypto,zvk_sm4_sbox,helper_function,complete,1,1,0,100.0,0,0,,,execute an instruction that calls this helper: VSM4K_VI,zvk_sm4_sbox() reached via 1 instruction(s),extensions/vector_crypto/zvk_utils.sail:103,opcode_sweep.py extensions/vector_crypto/zvksed_insts.sail
TP1895,vector_crypto,zvk_sm4_subword,helper_function,complete,1,1,0,100.0,0,0,,,"execute an instruction that calls this helper: VSM4K_VI, ZVKSM4RTYPE",zvk_sm4_subword() reached via 2 instruction(s),extensions/vector_crypto/zvk_utils.sail:105,opcode_sweep.py extensions/vector_crypto/zvksed_insts.sail
TP1897,vector_crypto,zvk_p1,helper_function,complete,1,1,0,100.0,0,0,,,execute an instruction that calls this helper: VSM3ME_VV,zvk_p1() reached via 1 instruction(s),extensions/vector_crypto/zvk_utils.sail:117,opcode_sweep.py extensions/vector_crypto/zvksh_insts.sail
TP1898,vector_crypto,zvk_sh_w,helper_function,complete,1,1,0,100.0,0,0,,,execute an instruction that calls this helper: VSM3ME_VV,zvk_sh_w() reached via 1 instruction(s),extensions/vector_crypto/zvk_utils.sail:120,opcode_sweep.py extensions/vector_crypto/zvksh_insts.sail
TP1915,vector_crypto,vaesdf.vv,instruction_variant,complete,1,1,0,100.0,0,1,,let rkey : bits(128) = match funct6,generate a test that executes this instruction,VAESDF arm ZVK_VAESDF_VV,extensions/vector_crypto/zvkned_insts.sail:46,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail
TP1916,vector_crypto,vaesdf.vs,instruction_variant,complete,1,1,0,100.0,0,1,,let rkey : bits(128) = match funct6,generate a test that executes this instruction,VAESDF arm ZVK_VAESDF_VS,extensions/vector_crypto/zvkned_insts.sail:47,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail
TP1921,vector_crypto,vaesdm.vv,instruction_variant,complete,1,1,0,100.0,0,1,,let rkey : bits(128) = match funct6,generate a test that executes this instruction,VAESDM arm ZVK_VAESDM_VV,extensions/vector_crypto/zvkned_insts.sail:103,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail
TP1922,vector_crypto,vaesdm.vs,instruction_variant,complete,1,1,0,100.0,0,1,,let rkey : bits(128) = match funct6,generate a test that executes this instruction,VAESDM arm ZVK_VAESDM_VS,extensions/vector_crypto/zvkned_insts.sail:104,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail
TP1927,vector_crypto,vaesef.vv,instruction_variant,complete,1,1,0,100.0,0,1,,let rkey : bits(128) = match funct6,generate a test that executes this instruction,VAESEF arm ZVK_VAESEF_VV,extensions/vector_crypto/zvkned_insts.sail:161,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail
TP1928,vector_crypto,vaesef.vs,instruction_variant,complete,1,1,0,100.0,0,1,,let rkey : bits(128) = match funct6,generate a test that executes this instruction,VAESEF arm ZVK_VAESEF_VS,extensions/vector_crypto/zvkned_insts.sail:162,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail
