item_id,feature,target,stimulus,state,spans,covered,todo,percent,excluded,max_nesting,cross,conditions,directive,detail,source,generate
TP2178,sys,clint_load,helper_function,not started,60,0,60,0.0,0,1,,else,"execute an instruction that calls this helper: amoswap, amoadd, amoxor, amoand, amoor, amomin, amomax, amominu, ...",clint_load() reached via 8+ instruction(s),sys/platform.sail:89,opcode_sweep.py extensions/A/zaamo_insts.sail extensions/cfi/zicfiss_insts.sail
TP0121,core,legalize_misa,extension_gate,not started,35,0,35,0.0,0,0,,,"run with this extension enabled, and again with it disabled",Ext_A,core/sys_regs.sail:108,opcode_sweep.py core/sys_regs.sail
TP0449,FD,rF,unclassified,not started,26,0,26,0.0,0,1,,match r,read the guard and decide what arranges it,,extensions/FD/fdext_regs.sail:136,opcode_sweep.py extensions/FD/fdext_regs.sail
TP0068,core,alignmentFaultFromAccessType,memory_op,not started,20,0,20,0.0,0,1,,match access,issue this kind of memory access,InstructionFetch,core/mem_type_utils.sail:52,opcode_sweep.py core/mem_type_utils.sail
TP1363,V,riscv_f16Recip7,helper_function,not started,20,0,20,0.0,0,1,,match float_classify(v),"execute an instruction that calls this helper: vfsqrt.v, vfrsqrt7.v, vfrec7.v, vfclass.v",riscv_f16Recip7() reached via 4 instruction(s),extensions/V/vext_fp_utils_insts.sail:566,opcode_sweep.py extensions/V/vext_fp_insts.sail
TP1365,V,riscv_f64Recip7,helper_function,not started,20,0,20,0.0,0,1,,match float_classify(v),"execute an instruction that calls this helper: vfsqrt.v, vfrsqrt7.v, vfrec7.v, vfclass.v",riscv_f64Recip7() reached via 4 instruction(s),extensions/V/vext_fp_utils_insts.sail:598,opcode_sweep.py extensions/V/vext_fp_insts.sail
TP1447,V,VMTYPE,instruction,not started,20,0,20,0.0,0,3,yes,"if i < evl AND if op == VLM AND match vmem_read(rs1, to_bits_unsafe(xlen, i), 1, Load(Vector), false, false, fal",generate any legal form of this instruction,VMTYPE body,extensions/V/vext_mem_insts.sail:610,opcode_sweep.py extensions/V/vext_mem_insts.sail
TP2187,sys,htif_load,helper_function,not started,20,0,20,0.0,0,1,,let base : physaddrbits = match htif_tohost_base,"execute an instruction that calls this helper: amoswap, amoadd, amoxor, amoand, amoor, amomin, amomax, amominu, ...",htif_load() reached via 8+ instruction(s),sys/platform.sail:268,opcode_sweep.py extensions/A/zaamo_insts.sail extensions/cfi/zicfiss_insts.sail
TP1434,V,VLXSEGTYPE,instruction,not started,19,0,19,0.0,0,2,yes,"if mask[i] == 0b1 AND match vmem_read(rs1, to_bits_unsafe(xlen, elem_offset), EEW_data_bytes, Load(Vec",generate any legal form of this instruction,VLXSEGTYPE body,extensions/V/vext_mem_insts.sail:359,opcode_sweep.py extensions/V/vext_mem_insts.sail
TP1437,V,VSXSEGTYPE,instruction,not started,18,0,18,0.0,0,2,yes,"if mask[i] == 0b1 AND match vmem_write(rs1, to_bits_unsafe(xlen, elem_offset), EEW_data_bytes, data, S",generate any legal form of this instruction,VSXSEGTYPE body,extensions/V/vext_mem_insts.sail:427,opcode_sweep.py extensions/V/vext_mem_insts.sail
TP1753,Zvabd,ZVWABDATYPE,instruction,not started,18,0,18,0.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,ZVWABDATYPE body,extensions/Zvabd/zvabd_insts.sail:126,opcode_sweep.py extensions/Zvabd/zvabd_insts.sail
TP1458,V,RMVVTYPE,instruction,not started,17,0,17,0.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,RMVVTYPE body,extensions/V/vext_red_insts.sail:102,opcode_sweep.py extensions/V/vext_red_insts.sail
TP1035,V,VMVRTYPE,instruction,not started,16,0,16,0.0,0,1,,"let EMUL_pow : range(0, 3) = match EMUL",generate any legal form of this instruction,VMVRTYPE body,extensions/V/vext_arith_insts.sail:1371,opcode_sweep.py extensions/V/vext_arith_insts.sail
TP2051,postlude,loop,unclassified,not started,16,0,16,0.0,0,1,,if stepped,read the guard and decide what arranges it,,postlude/step.sail:284,opcode_sweep.py postlude/step.sail
TP1431,V,VSSSEGTYPE,instruction,not started,15,0,15,0.0,0,2,yes,"if mask[i] == 0b1 AND match vmem_write(rs1, to_bits_unsafe(xlen, elem_offset), load_width_bytes, data,",generate any legal form of this instruction,VSSSEGTYPE body,extensions/V/vext_mem_insts.sail:299,opcode_sweep.py extensions/V/vext_mem_insts.sail
TP1518,V,valid_wide_mvvtype,extension_gate,not started,15,0,15,0.0,0,1,,match mvvtype,"run with this extension enabled, and again with it disabled",Ext_V,extensions/V/vext_utils_insts.sail:220,opcode_sweep.py extensions/V/vext_utils_insts.sail
TP1520,V,valid_wide_mvxtype,extension_gate,not started,15,0,15,0.0,0,1,,match mvxtype,"run with this extension enabled, and again with it disabled",Ext_V,extensions/V/vext_utils_insts.sail:227,opcode_sweep.py extensions/V/vext_utils_insts.sail
TP2007,postlude,is_CSR_exception_virtual,helper_function,not started,14,0,14,0.0,0,1,,"match (csr, priv, access_type)","execute an instruction that calls this helper: CSRImm, CSRReg",is_CSR_exception_virtual() reached via 2 instruction(s),postlude/csr_end.sail:415,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP0055,core,lift_sie,helper_function,not started,13,0,13,0.0,0,0,,,"execute an instruction that calls this helper: CSRImm, CSRReg",lift_sie() reached via 2 instruction(s),core/interrupt_regs.sail:198,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP1428,V,VLSSEGTYPE,instruction,not started,13,0,13,0.0,0,2,yes,"if mask[i] == 0b1 AND match vmem_read(rs1, to_bits_unsafe(xlen, elem_offset), load_width_bytes, Load(V",generate any legal form of this instruction,VLSSEGTYPE body,extensions/V/vext_mem_insts.sail:241,opcode_sweep.py extensions/V/vext_mem_insts.sail
TP2012,postlude,mmu_type,extension_gate,not started,13,0,13,0.0,0,1,,if xlen == 32,"run with this extension enabled, and again with it disabled",Ext_Sv32,postlude/device_tree.sail:12,opcode_sweep.py postlude/device_tree.sail
TP2204,sys,pma_misaligned_exception,memory_op,not started,13,0,13,0.0,0,1,,match access,issue this kind of memory access,Load,sys/pma.sail:142,opcode_sweep.py sys/pma.sail
TP2212,sys,sig_store,helper_function,not started,13,0,13,0.0,0,1,,else,"execute an instruction that calls this helper: amoswap, amoadd, amoxor, amoand, amoor, amomin, amomax, amominu, ...",sig_store() reached via 8+ instruction(s),sys/simple_interrupt_generator.sail:32,opcode_sweep.py extensions/A/zaamo_insts.sail extensions/cfi/zicfiss_insts.sail extensions/Zicboz/zicboz_insts.sail
TP0855,Stateen,stateen_allows_CSR_access,extension_gate,not started,12,0,12,0.0,0,1,,"match (csr, priv)","run with this extension enabled, and again with it disabled",Ext_Zfinx,extensions/Stateen/stateen_access_checks.sail:56,opcode_sweep.py extensions/Stateen/stateen_access_checks.sail
TP1359,V,riscv_f16Rsqrte7,helper_function,not started,12,0,12,0.0,0,1,,match float_classify(v),"execute an instruction that calls this helper: vfsqrt.v, vfrsqrt7.v, vfrec7.v, vfclass.v",riscv_f16Rsqrte7() reached via 4 instruction(s),extensions/V/vext_fp_utils_insts.sail:462,opcode_sweep.py extensions/V/vext_fp_insts.sail
TP1361,V,riscv_f64Rsqrte7,helper_function,not started,12,0,12,0.0,0,1,,match float_classify(v),"execute an instruction that calls this helper: vfsqrt.v, vfrsqrt7.v, vfrec7.v, vfclass.v",riscv_f64Rsqrte7() reached via 4 instruction(s),extensions/V/vext_fp_utils_insts.sail:493,opcode_sweep.py extensions/V/vext_fp_insts.sail
TP1622,V,VICMPTYPE,instruction,not started,12,0,12,0.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,VICMPTYPE body,extensions/V/vext_vm_insts.sail:726,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1747,Zvabd,ZVABDTYPE,instruction,not started,12,0,12,0.0,0,1,,if mask[i] == 0b1,generate any legal form of this instruction,ZVABDTYPE body,extensions/Zvabd/zvabd_insts.sail:70,opcode_sweep.py extensions/Zvabd/zvabd_insts.sail
TP1806,cfi,SSPOPCHK,instruction,not started,11,0,11,0.0,0,1,,"match vmem_read_addr(ssp_addr, width, access, false, false, false)",generate any legal form of this instruction,SSPOPCHK body,extensions/cfi/zicfiss_insts.sail:79,opcode_sweep.py extensions/cfi/zicfiss_insts.sail
TP2041,postlude,run_hart_waiting,csr_field,not started,11,0,11,0.0,0,1,,"match (wr, valid_reservation(), exit_wait)",preload this CSR field before the instruction under test,mstatus,postlude/step.sail:64,opcode_sweep.py postlude/step.sail
TP2332,sys,flush_TLB_Entry,helper_function,not started,11,0,11,0.0,0,1,,let asid_matches : bool = match asid,execute an instruction that calls this helper: SFENCE_VMA,flush_TLB_Entry() reached via 1 instruction(s),sys/vmem_tlb.sail:121,opcode_sweep.py extensions/I/base_insts.sail
TP1910,vector_crypto,VGMUL_VV,instruction,not started,10,0,10,0.0,0,0,,,generate any legal form of this instruction,VGMUL_VV body,extensions/vector_crypto/zvkg_insts.sail:72,opcode_sweep.py extensions/vector_crypto/zvkg_insts.sail
TP2014,postlude,ext_wrap,unclassified,not started,10,0,10,0.0,0,1,,match fmt,read the guard and decide what arranges it,,postlude/device_tree.sail:75,opcode_sweep.py postlude/device_tree.sail
TP2028,postlude,rvfi_fetch,extension_gate,not started,10,0,10,0.0,0,1,,"match translateAddr(Virtaddr(PC), InstructionFetch())","run with this extension enabled, and again with it disabled",Ext_Zca,postlude/fetch_rvfi.sail:22,opcode_sweep.py postlude/fetch_rvfi.sail
TP0120,core,legalize_misa,helper_function,not started,9,0,9,0.0,0,0,,,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_misa() reached via 2 instruction(s),core/sys_regs.sail:102,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP1155,V,VMVSX,instruction,not started,9,0,9,0.0,0,1,,result[i] = match tail_ag,generate any legal form of this instruction,VMVSX body,extensions/V/vext_arith_insts.sail:2460,opcode_sweep.py extensions/V/vext_arith_insts.sail
TP1533,V,illegal_indexed_load,helper_function,not started,9,0,9,0.0,0,0,,,execute an instruction that calls this helper: VLXSEGTYPE,illegal_indexed_load() reached via 1 instruction(s),extensions/V/vext_utils_insts.sail:320,opcode_sweep.py extensions/V/vext_mem_insts.sail
TP1780,cfi,LPAD,instruction,not started,9,0,9,0.0,0,1,,if is_landing_pad_expected(),generate any legal form of this instruction,LPAD body,extensions/cfi/zicfilp_insts.sail:19,opcode_sweep.py extensions/cfi/zicfilp_insts.sail
TP2193,sys,mmio_read,helper_function,not started,9,0,9,0.0,0,0,,,"execute an instruction that calls this helper: amoswap, amoadd, amoxor, amoand, amoor, amomin, amomax, amominu, ...",mmio_read() reached via 8+ instruction(s),sys/platform.sail:364,opcode_sweep.py extensions/A/zaamo_insts.sail extensions/cfi/zicfiss_insts.sail
TP2314,sys,update_PTE_Bits,memory_op,not started,9,0,9,0.0,0,1,,& (match access,issue this kind of memory access,InstructionFetch,sys/vmem_pte.sail:261,opcode_sweep.py sys/vmem_pte.sail
TP0872,Stateen,legalize_hstateen0,extension_gate,not started,8,0,8,0.0,0,0,,,"run with this extension enabled, and again with it disabled",Ext_S,extensions/Stateen/stateen_regs.sail:121,opcode_sweep.py extensions/Stateen/stateen_regs.sail
TP0876,Stateen,get_sstateen,helper_function,not started,8,0,8,0.0,0,1,,else match idx,"execute an instruction that calls this helper: CSRImm, CSRReg",get_sstateen() reached via 2 instruction(s),extensions/Stateen/stateen_regs.sail:155,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP1508,V,valid_disjoint_reg_groups_segmented,helper_function,not started,8,0,8,0.0,0,0,,,execute an instruction that calls this helper: VLXSEGTYPE,valid_disjoint_reg_groups_segmented() reached via 1 instruction(s),extensions/V/vext_utils_insts.sail:146,opcode_sweep.py extensions/V/vext_mem_insts.sail
TP1551,V,get_fixed_rounding_incr,operand_value,not started,8,0,8,0.0,0,2,yes,else AND match rounding_mode,vary the operand: the guard discriminates on a specific register or value,,extensions/V/vext_utils_insts.sail:609,opcode_sweep.py extensions/V/vext_utils_insts.sail
TP1743,Zvabd,VABS_V,instruction,not started,8,0,8,0.0,0,0,,,generate any legal form of this instruction,VABS_V body,extensions/Zvabd/zvabd_insts.sail:25,opcode_sweep.py extensions/Zvabd/zvabd_insts.sail
TP1790,cfi,update_elp_state,operand_value,not started,8,0,8,0.0,0,1,,if currentlyEnabled(Ext_Zicfilp),vary the operand: the guard discriminates on a specific register or value,==,extensions/cfi/zicfilp_regs.sail:55,opcode_sweep.py extensions/cfi/zicfilp_regs.sail
TP1800,cfi,SSPUSH,instruction,not started,8,0,8,0.0,0,1,,"match vmem_write_addr(vaddr, width, X(rs2), access, false, false, false)",generate any legal form of this instruction,SSPUSH body,extensions/cfi/zicfiss_insts.sail:23,opcode_sweep.py extensions/cfi/zicfiss_insts.sail
TP0051,core,lift_sip,helper_function,not started,7,0,7,0.0,0,0,,,"execute an instruction that calls this helper: CSRImm, CSRReg",lift_sip() reached via 2 instruction(s),core/interrupt_regs.sail:176,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP0117,core,rvfi_get_v2_trace_size,unclassified,not started,7,0,7,0.0,0,0,,,read the guard and decide what arranges it,,core/rvfi_dii_v2.sail:35,opcode_sweep.py core/rvfi_dii_v2.sail
TP0188,core,is_load_store,memory_op,not started,7,0,7,0.0,0,1,,match access,issue this kind of memory access,Load,core/types.sail:124,opcode_sweep.py core/types.sail
TP1352,V,riscv_f16ToI16,helper_function,not started,7,0,7,0.0,0,0,,,"execute an instruction that calls this helper: vfcvt.xu.f.v, vfcvt.x.f.v, vfcvt.f.xu.v, vfcvt.f.x.v, vfcvt.rtz.xu.f.v, vfcvt.rtz.x.f.v",riscv_f16ToI16() reached via 6 instruction(s),extensions/V/vext_fp_utils_insts.sail:378,opcode_sweep.py extensions/V/vext_fp_insts.sail
TP1353,V,riscv_f16ToI8,helper_function,not started,7,0,7,0.0,0,0,,,"execute an instruction that calls this helper: vfncvt.xu.f.w, vfncvt.x.f.w, vfncvt.f.xu.w, vfncvt.f.x.w, vfncvt.f.f.w, vfncvt.rod.f.f.w, vfncvt.rtz.xu.f.w, vfncvt.rtz.x.f.w",riscv_f16ToI8() reached via 8 instruction(s),extensions/V/vext_fp_utils_insts.sail:385,opcode_sweep.py extensions/V/vext_fp_insts.sail
TP1354,V,riscv_f32ToI16,helper_function,not started,7,0,7,0.0,0,0,,,"execute an instruction that calls this helper: vfncvt.xu.f.w, vfncvt.x.f.w, vfncvt.f.xu.w, vfncvt.f.x.w, vfncvt.f.f.w, vfncvt.rod.f.f.w, vfncvt.rtz.xu.f.w, vfncvt.rtz.x.f.w",riscv_f32ToI16() reached via 8 instruction(s),extensions/V/vext_fp_utils_insts.sail:392,opcode_sweep.py extensions/V/vext_fp_insts.sail
TP1534,V,illegal_indexed_store,helper_function,not started,7,0,7,0.0,0,0,,,execute an instruction that calls this helper: VSXSEGTYPE,illegal_indexed_store() reached via 1 instruction(s),extensions/V/vext_utils_insts.sail:327,opcode_sweep.py extensions/V/vext_mem_insts.sail
TP1823,cfi,is_ssp_accessible,privilege,not started,7,0,7,0.0,0,1,,(match priv,execute the same code at this privilege level,(default: the sweep already runs in M-mode),extensions/cfi/zicfiss_regs.sail:36,opcode_sweep.py extensions/cfi/zicfiss_regs.sail
TP1950,vector_crypto,ZVKSM4RTYPE,instruction,not started,7,0,7,0.0,0,0,,,generate any legal form of this instruction,ZVKSM4RTYPE body,extensions/vector_crypto/zvksed_insts.sail:81,opcode_sweep.py extensions/vector_crypto/zvksed_insts.sail
TP2016,postlude,generate_dts_memories,unclassified,not started,7,0,7,0.0,0,1,,match pmas,read the guard and decide what arranges it,,postlude/device_tree.sail:103,opcode_sweep.py postlude/device_tree.sail
TP2030,postlude,rvfi_fetch,memory_op,not started,7,0,7,0.0,0,1,,"match ext_fetch_check_pc(PC, PC_hi)",issue this kind of memory access,InstructionFetch,postlude/fetch_rvfi.sail:25,opcode_sweep.py postlude/fetch_rvfi.sail
TP2150,sys,alignmentOrAccessFaultPriority,fault_path,not started,7,0,7,0.0,0,1,,match exc,construct the faulting condition and assert the resulting trap,,sys/mem.sail:165,opcode_sweep.py sys/mem.sail
TP2319,sys,translationException,fault_path,not started,7,0,7,0.0,0,2,yes,"match (access, err) AND (CacheAccess(CB_prefetch(p)), PTW_No_Access()) => match p",construct the faulting condition and assert the resulting trap,,sys/vmem_ptw.sail:56,opcode_sweep.py sys/vmem_ptw.sail
TP2336,sys,plat_misaligned_exception,helper_function,not started,7,0,7,0.0,0,0,,,"execute an instruction that calls this helper: SSPOPCHK, SSPUSH, STORE, STORECON, STORE_FP, VMTYPE, VSRETYPE, VSSEGTYPE, ...",plat_misaligned_exception() reached via 8+ instruction(s),sys/vmem_utils.sail:26,opcode_sweep.py extensions/cfi/zicfiss_insts.sail extensions/I/base_insts.sail extensions/A/zalrsc_insts.sail
TP2346,unit_tests,test_mstatus_sxl_uxl_reset_values,unclassified,not started,7,0,7,0.0,0,1,,let mstatush_val : bits(32) = match xlen,read the guard and decide what arranges it,,unit_tests/test_mstatus.sail:3,opcode_sweep.py unit_tests/test_mstatus.sail
TP0871,Stateen,legalize_hstateen0,configuration,not started,6,0,6,0.0,0,0,,,select or build a model configuration where this key differs,extensions.Stateen.SE0_readonly_zero,extensions/Stateen/stateen_regs.sail:120,opcode_sweep.py extensions/Stateen/stateen_regs.sail
TP1448,V,VMTYPE,fault_path,not started,6,0,6,0.0,0,3,yes,"if i < evl AND else if op == VSM AND match vmem_write(rs1, to_bits_unsafe(xlen, i), 1, vd_or_vs3_val[i], Store(Vector",construct the faulting condition and assert the resulting trap,,extensions/V/vext_mem_insts.sail:617,opcode_sweep.py extensions/V/vext_mem_insts.sail
TP1828,pointer_masking,is_supported_pmm,configuration,not started,6,0,6,0.0,0,1,,"function is_supported_pmm(ext : PM_Ext, pmm : PointerMaskingMode) -> bool = matc",select or build a model configuration where this key differs,extensions.Ssnpm.supported_pmlen_7,extensions/pointer_masking/pm_types.sail:32,opcode_sweep.py extensions/pointer_masking/pm_types.sail
TP2209,sys,sig_load,helper_function,not started,6,0,6,0.0,0,1,,else,"execute an instruction that calls this helper: amoswap, amoadd, amoxor, amoand, amoor, amomin, amomax, amominu, ...",sig_load() reached via 8+ instruction(s),sys/simple_interrupt_generator.sail:14,opcode_sweep.py extensions/A/zaamo_insts.sail extensions/cfi/zicfiss_insts.sail
TP2215,sys,sig_store,csr_field,not started,6,0,6,0.0,0,1,,else,preload this CSR field before the instruction under test,mip,sys/simple_interrupt_generator.sail:50,opcode_sweep.py sys/simple_interrupt_generator.sail
TP0162,core,lift_sstatus,helper_function,not started,5,0,5,0.0,0,0,,,"execute an instruction that calls this helper: CSRImm, CSRReg",lift_sstatus() reached via 2 instruction(s),core/sys_regs.sail:672,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP0618,FD,F_UN_RM_FF_TYPE_H,fault_path,not started,5,0,5,0.0,0,1,,match (select_instr_or_fcsr_rm (rm)),construct the faulting condition and assert the resulting trap,,extensions/FD/zfh_insts.sail:552,opcode_sweep.py extensions/FD/zfh_insts.sail
TP1514,V,valid_wide_vvtype,extension_gate,not started,5,0,5,0.0,0,1,,match vvtype,"run with this extension enabled, and again with it disabled",Ext_V,extensions/V/vext_utils_insts.sail:207,opcode_sweep.py extensions/V/vext_utils_insts.sail
TP1516,V,valid_wide_vxtype,extension_gate,not started,5,0,5,0.0,0,1,,match vxtype,"run with this extension enabled, and again with it disabled",Ext_V,extensions/V/vext_utils_insts.sail:212,opcode_sweep.py extensions/V/vext_utils_insts.sail
TP1653,Zibi,BITYPE,instruction,not started,5,0,5,0.0,0,0,,,generate any legal form of this instruction,BITYPE body,extensions/Zibi/zibi_insts.sail:26,opcode_sweep.py extensions/Zibi/zibi_insts.sail
TP1884,vector_crypto,zvknhab_check_encdec,unclassified,not started,5,0,5,0.0,0,0,,,read the guard and decide what arranges it,,extensions/vector_crypto/zvk_utils.sail:33,opcode_sweep.py extensions/vector_crypto/zvk_utils.sail
TP2271,sys,update_and_write_pte,csr_field,not started,5,0,5,0.0,0,1,,"match update_PTE_Bits(pte, access)",preload this CSR field before the instruction under test,menvcfg,sys/vmem.sail:76,opcode_sweep.py sys/vmem.sail
TP2277,sys,pt_walk,extension_gate,not started,5,0,5,0.0,0,4,yes,"match read_pte(pte_addr, 2 ^ log_pte_size_bytes) AND else AND else AND match check_PTE_permission(access, priv, mxr, do_sum, pte_flags, pte_ext, ext_pt","run with this extension enabled, and again with it disabled",Ext_Svnapot,sys/vmem.sail:189,opcode_sweep.py sys/vmem.sail
TP0081,core,optional_misaligned_exception_str,unclassified,not started,4,0,4,0.0,0,1,,match opt_e,read the guard and decide what arranges it,,core/platform_config.sail:58,opcode_sweep.py core/platform_config.sail
TP0100,core,rX_pair_bits,operand_value,not started,4,0,4,0.0,0,0,,,vary the operand: the guard discriminates on a specific register or value,!=,core/regs.sail:246,opcode_sweep.py core/regs.sail
TP0101,core,wX_pair_bits,operand_value,not started,4,0,4,0.0,0,0,,,vary the operand: the guard discriminates on a specific register or value,!=,core/regs.sail:249,opcode_sweep.py core/regs.sail
TP0111,core,rvfi_write,unclassified,not started,4,0,4,0.0,0,0,,,read the guard and decide what arranges it,,core/rvfi_dii.sail:206,opcode_sweep.py core/rvfi_dii.sail
TP0112,core,rvfi_read,unclassified,not started,4,0,4,0.0,0,0,,,read the guard and decide what arranges it,,core/rvfi_dii.sail:219,opcode_sweep.py core/rvfi_dii.sail
TP0124,core,lowest_supported_privLevel,extension_gate,not started,4,0,4,0.0,0,0,,,"run with this extension enabled, and again with it disabled",Ext_U,core/sys_regs.sail:154,opcode_sweep.py core/sys_regs.sail
TP0422,FD,F_UN_RM_FX_TYPE_D,fault_path,not started,4,0,4,0.0,0,1,,match (select_instr_or_fcsr_rm (rm)),construct the faulting condition and assert the resulting trap,,extensions/FD/dext_insts.sail:449,opcode_sweep.py extensions/FD/dext_insts.sail
TP0424,FD,F_UN_RM_XF_TYPE_D,fault_path,not started,4,0,4,0.0,0,1,,match (select_instr_or_fcsr_rm (rm)),construct the faulting condition and assert the resulting trap,,extensions/FD/dext_insts.sail:479,opcode_sweep.py extensions/FD/dext_insts.sail
TP0525,FD,F_UN_RM_FX_TYPE_S,fault_path,not started,4,0,4,0.0,0,1,,match (select_instr_or_fcsr_rm (rm)),construct the faulting condition and assert the resulting trap,,extensions/FD/fext_insts.sail:537,opcode_sweep.py extensions/FD/fext_insts.sail
TP0527,FD,F_UN_RM_XF_TYPE_S,fault_path,not started,4,0,4,0.0,0,1,,match (select_instr_or_fcsr_rm (rm)),construct the faulting condition and assert the resulting trap,,extensions/FD/fext_insts.sail:567,opcode_sweep.py extensions/FD/fext_insts.sail
TP0620,FD,F_UN_RM_FX_TYPE_H,fault_path,not started,4,0,4,0.0,0,1,,match (select_instr_or_fcsr_rm (rm)),construct the faulting condition and assert the resulting trap,,extensions/FD/zfh_insts.sail:567,opcode_sweep.py extensions/FD/zfh_insts.sail
TP0622,FD,F_UN_RM_XF_TYPE_H,fault_path,not started,4,0,4,0.0,0,1,,match (select_instr_or_fcsr_rm (rm)),construct the faulting condition and assert the resulting trap,,extensions/FD/zfh_insts.sail:597,opcode_sweep.py extensions/FD/zfh_insts.sail
TP1355,V,riscv_f16ToUi16,helper_function,not started,4,0,4,0.0,0,0,,,"execute an instruction that calls this helper: vfcvt.xu.f.v, vfcvt.x.f.v, vfcvt.f.xu.v, vfcvt.f.x.v, vfcvt.rtz.xu.f.v, vfcvt.rtz.x.f.v",riscv_f16ToUi16() reached via 6 instruction(s),extensions/V/vext_fp_utils_insts.sail:399,opcode_sweep.py extensions/V/vext_fp_insts.sail
TP1356,V,riscv_f16ToUi8,helper_function,not started,4,0,4,0.0,0,0,,,"execute an instruction that calls this helper: vfncvt.xu.f.w, vfncvt.x.f.w, vfncvt.f.xu.w, vfncvt.f.x.w, vfncvt.f.f.w, vfncvt.rod.f.f.w, vfncvt.rtz.xu.f.w, vfncvt.rtz.x.f.w",riscv_f16ToUi8() reached via 8 instruction(s),extensions/V/vext_fp_utils_insts.sail:405,opcode_sweep.py extensions/V/vext_fp_insts.sail
TP1357,V,riscv_f32ToUi16,helper_function,not started,4,0,4,0.0,0,0,,,"execute an instruction that calls this helper: vfncvt.xu.f.w, vfncvt.x.f.w, vfncvt.f.xu.w, vfncvt.f.x.w, vfncvt.f.f.w, vfncvt.rod.f.f.w, vfncvt.rtz.xu.f.w, vfncvt.rtz.x.f.w",riscv_f32ToUi16() reached via 8 instruction(s),extensions/V/vext_fp_utils_insts.sail:411,opcode_sweep.py extensions/V/vext_fp_insts.sail
TP1631,V,sew_flag,unclassified,not started,4,0,4,0.0,0,0,,,read the guard and decide what arranges it,,extensions/V/vext_vset_insts.sail:16,opcode_sweep.py extensions/V/vext_vset_insts.sail
TP1673,Zicbom,ZICBOM,fault_path,not started,4,0,4,0.0,0,1,,"match feature_enabled_for_priv(cur_privilege, menvcfg[CBCFE], read_senvcfg()[CBC",construct the faulting condition and assert the resulting trap,,extensions/Zicbom/zicbom_insts.sail:109,opcode_sweep.py extensions/Zicbom/zicbom_insts.sail
TP1756,Zvabd,vwabdau.vv,instruction_variant,not started,4,0,4,0.0,0,2,yes,if mask[i] == 0b1 AND result[i] = match funct6,generate a test that executes this instruction,ZVWABDATYPE arm VV_VWABDAU,extensions/Zvabd/zvabd_insts.sail:163,opcode_sweep.py extensions/Zvabd/zvabd_insts.sail
TP1783,cfi,is_lpad_instruction,unclassified,not started,4,0,4,0.0,0,1,,match i,read the guard and decide what arranges it,,extensions/cfi/zicfilp_insts.sail:37,opcode_sweep.py extensions/cfi/zicfilp_insts.sail
TP1816,cfi,SSAMOSWAP,xlen,not started,4,0,4,0.0,0,0,,,run this target at the other XLEN,64,extensions/cfi/zicfiss_insts.sail:211,opcode_sweep.py extensions/cfi/zicfiss_insts.sail
TP1901,vector_crypto,zvk_ff_j,helper_function,not started,4,0,4,0.0,0,0,,,execute an instruction that calls this helper: VSM3C_VI,zvk_ff_j() reached via 1 instruction(s),extensions/vector_crypto/zvk_utils.sail:129,opcode_sweep.py extensions/vector_crypto/zvksh_insts.sail
TP1904,vector_crypto,zvk_gg_j,helper_function,not started,4,0,4,0.0,0,0,,,execute an instruction that calls this helper: VSM3C_VI,zvk_gg_j() reached via 1 instruction(s),extensions/vector_crypto/zvk_utils.sail:138,opcode_sweep.py extensions/vector_crypto/zvksh_insts.sail
TP1905,vector_crypto,zvk_t_j,helper_function,not started,4,0,4,0.0,0,0,,,execute an instruction that calls this helper: VSM3C_VI,zvk_t_j() reached via 1 instruction(s),extensions/vector_crypto/zvk_utils.sail:141,opcode_sweep.py extensions/vector_crypto/zvksh_insts.sail
TP1940,vector_crypto,VAESZ_VS,instruction,not started,4,0,4,0.0,0,0,,,generate any legal form of this instruction,VAESZ_VS body,extensions/vector_crypto/zvkned_insts.sail:357,opcode_sweep.py extensions/vector_crypto/zvkned_insts.sail
TP1955,vector_crypto,VSM3C_VI,instruction,not started,4,0,4,0.0,0,0,,,generate any legal form of this instruction,VSM3C_VI body,extensions/vector_crypto/zvksh_insts.sail:67,opcode_sweep.py extensions/vector_crypto/zvksh_insts.sail
TP2015,postlude,generate_isa_string,unclassified,not started,4,0,4,0.0,0,1,,var isa_string : string = match fmt,read the guard and decide what arranges it,,postlude/device_tree.sail:87,opcode_sweep.py postlude/device_tree.sail
TP2017,postlude,generate_cbo_block_size,unclassified,not started,4,0,4,0.0,0,0,,,read the guard and decide what arranges it,,postlude/device_tree.sail:125,opcode_sweep.py postlude/device_tree.sail
