target_id,category,feature,target,required_mode,required_configuration,observable_result,source
T00001,instruction,A,AMO#0,Not directly derivable from Sail,A,architectural state after retire or trap,extensions/A/zaamo_insts.sail:47
T00002,instruction,A,AMO#1,Not directly derivable from Sail,A,architectural state after retire or trap,extensions/A/zaamo_insts.sail:47
T00003,instruction,A,AMO#2,Not directly derivable from Sail,A,architectural state after retire or trap,extensions/A/zaamo_insts.sail:47
T00004,instruction,A,AMO#3,Not directly derivable from Sail,A,architectural state after retire or trap,extensions/A/zaamo_insts.sail:47
T00005,instruction,A,AMO#4,Not directly derivable from Sail,A,architectural state after retire or trap,extensions/A/zaamo_insts.sail:47
T00006,instruction,A,AMO#5,Not directly derivable from Sail,A,architectural state after retire or trap,extensions/A/zaamo_insts.sail:47
T00007,instruction,A,AMO#6,Not directly derivable from Sail,A,architectural state after retire or trap,extensions/A/zaamo_insts.sail:47
T00008,instruction,A,AMO#7,Not directly derivable from Sail,A,architectural state after retire or trap,extensions/A/zaamo_insts.sail:47
T00009,instruction,A,AMO#8,Not directly derivable from Sail,A,architectural state after retire or trap,extensions/A/zaamo_insts.sail:47
T00010,instruction,A,AMO#9,Not directly derivable from Sail,A,architectural state after retire or trap,extensions/A/zaamo_insts.sail:47
T00011,instruction,A,LOADRES,Not directly derivable from Sail,A,architectural state after retire or trap,extensions/A/zalrsc_insts.sail:26
T00012,instruction,A,STORECON,Not directly derivable from Sail,A,architectural state after retire or trap,extensions/A/zalrsc_insts.sail:59
T00013,instruction,B,SLLIUW,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zba_insts.sail:13
T00014,instruction,B,ZBA_RTYPEUW,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zba_insts.sail:29
T00015,instruction,B,ZBA_RTYPE,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zba_insts.sail:59
T00016,instruction,B,RORIW,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:13
T00017,instruction,B,RORI,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:29
T00018,instruction,B,ZBB_RTYPEW#0,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:46
T00019,instruction,B,ZBB_RTYPEW#1,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:46
T00020,instruction,B,ZBB_RTYPE#0,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:79
T00021,instruction,B,ZBB_RTYPE#1,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:79
T00022,instruction,B,ZBB_RTYPE#2,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:79
T00023,instruction,B,ZBB_RTYPE#3,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:79
T00024,instruction,B,ZBB_RTYPE#4,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:79
T00025,instruction,B,ZBB_RTYPE#5,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:79
T00026,instruction,B,ZBB_RTYPE#6,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:79
T00027,instruction,B,ZBB_RTYPE#7,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:79
T00028,instruction,B,ZBB_RTYPE#8,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:79
T00029,instruction,B,ZBB_EXTOP#0,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:161
T00030,instruction,B,ZBB_EXTOP#1,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:161
T00031,instruction,B,ZBB_EXTOP#2,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:161
T00032,instruction,B,REV8,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:205
T00033,instruction,B,ORCB,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:225
T00034,instruction,B,CPOP,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:247
T00035,instruction,B,CPOPW,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:263
T00036,instruction,B,CLZ,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:279
T00037,instruction,B,CLZW,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:295
T00038,instruction,B,CTZ,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:311
T00039,instruction,B,CTZW,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbb_insts.sail:327
T00040,instruction,B,CLMUL,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbc_insts.sail:13
T00041,instruction,B,CLMULH,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbc_insts.sail:30
T00042,instruction,B,CLMULR,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbc_insts.sail:47
T00043,instruction,B,ZBS_IOP#0,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbs_insts.sail:12
T00044,instruction,B,ZBS_IOP#1,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbs_insts.sail:12
T00045,instruction,B,ZBS_IOP#2,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbs_insts.sail:12
T00046,instruction,B,ZBS_IOP#3,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbs_insts.sail:12
T00047,instruction,B,ZBS_RTYPE#0,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbs_insts.sail:61
T00048,instruction,B,ZBS_RTYPE#1,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbs_insts.sail:61
T00049,instruction,B,ZBS_RTYPE#2,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbs_insts.sail:61
T00050,instruction,B,ZBS_RTYPE#3,Not directly derivable from Sail,B,architectural state after retire or trap,extensions/B/zbs_insts.sail:61
T00051,instruction,C,C_NOP,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:16
T00052,instruction,C,C_ADDI4SPN,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:33
T00053,instruction,C,C_LW,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:51
T00054,instruction,C,C_LD,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:68
T00055,instruction,C,C_SW,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:86
T00056,instruction,C,C_SD,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:103
T00057,instruction,C,C_ADDI,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:121
T00058,instruction,C,C_JAL,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:139
T00059,instruction,C,C_ADDIW,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:153
T00060,instruction,C,C_LI,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:167
T00061,instruction,C,C_ADDI16SP,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:183
T00062,instruction,C,C_LUI,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:199
T00063,instruction,C,C_SRLI,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:218
T00064,instruction,C,C_SRAI,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:234
T00065,instruction,C,C_ANDI,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:250
T00066,instruction,C,C_SUB,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:266
T00067,instruction,C,C_XOR,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:282
T00068,instruction,C,C_OR,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:298
T00069,instruction,C,C_AND,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:314
T00070,instruction,C,C_SUBW,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:330
T00071,instruction,C,C_ADDW,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:347
T00072,instruction,C,C_J,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:364
T00073,instruction,C,C_BEQZ,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:377
T00074,instruction,C,C_BNEZ,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:390
T00075,instruction,C,C_SLLI,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:403
T00076,instruction,C,C_LWSP,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:418
T00077,instruction,C,C_LDSP,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:434
T00078,instruction,C,C_SWSP,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:450
T00079,instruction,C,C_SDSP,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:465
T00080,instruction,C,C_JR,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:481
T00081,instruction,C,C_JALR,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:495
T00082,instruction,C,C_MV,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:509
T00083,instruction,C,C_EBREAK,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:525
T00084,instruction,C,C_ADD,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zca_insts.sail:538
T00085,instruction,C,C_LBU,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zcb_insts.sail:11
T00086,instruction,C,C_LHU,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zcb_insts.sail:30
T00087,instruction,C,C_LH,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zcb_insts.sail:49
T00088,instruction,C,C_SB,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zcb_insts.sail:68
T00089,instruction,C,C_SH,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zcb_insts.sail:87
T00090,instruction,C,C_ZEXT_B,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zcb_insts.sail:106
T00091,instruction,C,C_SEXT_B,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zcb_insts.sail:124
T00092,instruction,C,C_ZEXT_H,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zcb_insts.sail:141
T00093,instruction,C,C_SEXT_H,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zcb_insts.sail:158
T00094,instruction,C,C_ZEXT_W,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zcb_insts.sail:175
T00095,instruction,C,C_NOT,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zcb_insts.sail:192
T00096,instruction,C,C_MUL,Not directly derivable from Sail,C,architectural state after retire or trap,extensions/C/zcb_insts.sail:210
T00097,instruction,FD,F_MADD_TYPE_D#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00098,instruction,FD,F_MADD_TYPE_D#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00099,instruction,FD,F_MADD_TYPE_D#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00100,instruction,FD,F_MADD_TYPE_D#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00101,instruction,FD,F_MADD_TYPE_D#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00102,instruction,FD,F_MADD_TYPE_D#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00103,instruction,FD,F_MADD_TYPE_D#6,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00104,instruction,FD,F_MADD_TYPE_D#7,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00105,instruction,FD,F_MADD_TYPE_D#8,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00106,instruction,FD,F_MADD_TYPE_D#9,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00107,instruction,FD,F_MADD_TYPE_D#10,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00108,instruction,FD,F_MADD_TYPE_D#11,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00109,instruction,FD,F_MADD_TYPE_D#12,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00110,instruction,FD,F_MADD_TYPE_D#13,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00111,instruction,FD,F_MADD_TYPE_D#14,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00112,instruction,FD,F_MADD_TYPE_D#15,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00113,instruction,FD,F_MADD_TYPE_D#16,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00114,instruction,FD,F_MADD_TYPE_D#17,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00115,instruction,FD,F_MADD_TYPE_D#18,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00116,instruction,FD,F_MADD_TYPE_D#19,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00117,instruction,FD,F_MADD_TYPE_D#20,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00118,instruction,FD,F_MADD_TYPE_D#21,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00119,instruction,FD,F_MADD_TYPE_D#22,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00120,instruction,FD,F_MADD_TYPE_D#23,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:245
T00121,instruction,FD,F_BIN_RM_TYPE_D#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00122,instruction,FD,F_BIN_RM_TYPE_D#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00123,instruction,FD,F_BIN_RM_TYPE_D#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00124,instruction,FD,F_BIN_RM_TYPE_D#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00125,instruction,FD,F_BIN_RM_TYPE_D#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00126,instruction,FD,F_BIN_RM_TYPE_D#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00127,instruction,FD,F_BIN_RM_TYPE_D#6,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00128,instruction,FD,F_BIN_RM_TYPE_D#7,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00129,instruction,FD,F_BIN_RM_TYPE_D#8,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00130,instruction,FD,F_BIN_RM_TYPE_D#9,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00131,instruction,FD,F_BIN_RM_TYPE_D#10,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00132,instruction,FD,F_BIN_RM_TYPE_D#11,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00133,instruction,FD,F_BIN_RM_TYPE_D#12,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00134,instruction,FD,F_BIN_RM_TYPE_D#13,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00135,instruction,FD,F_BIN_RM_TYPE_D#14,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00136,instruction,FD,F_BIN_RM_TYPE_D#15,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00137,instruction,FD,F_BIN_RM_TYPE_D#16,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00138,instruction,FD,F_BIN_RM_TYPE_D#17,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00139,instruction,FD,F_BIN_RM_TYPE_D#18,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00140,instruction,FD,F_BIN_RM_TYPE_D#19,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00141,instruction,FD,F_BIN_RM_TYPE_D#20,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00142,instruction,FD,F_BIN_RM_TYPE_D#21,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00143,instruction,FD,F_BIN_RM_TYPE_D#22,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00144,instruction,FD,F_BIN_RM_TYPE_D#23,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:313
T00145,instruction,FD,F_UN_RM_FF_TYPE_D#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00146,instruction,FD,F_UN_RM_FF_TYPE_D#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00147,instruction,FD,F_UN_RM_FF_TYPE_D#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00148,instruction,FD,F_UN_RM_FF_TYPE_D#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00149,instruction,FD,F_UN_RM_FF_TYPE_D#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00150,instruction,FD,F_UN_RM_FF_TYPE_D#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00151,instruction,FD,F_UN_RM_FF_TYPE_D#6,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00152,instruction,FD,F_UN_RM_FF_TYPE_D#7,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00153,instruction,FD,F_UN_RM_FF_TYPE_D#8,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00154,instruction,FD,F_UN_RM_FF_TYPE_D#9,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00155,instruction,FD,F_UN_RM_FF_TYPE_D#10,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00156,instruction,FD,F_UN_RM_FF_TYPE_D#11,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00157,instruction,FD,F_UN_RM_FF_TYPE_D#12,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00158,instruction,FD,F_UN_RM_FF_TYPE_D#13,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00159,instruction,FD,F_UN_RM_FF_TYPE_D#14,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00160,instruction,FD,F_UN_RM_FF_TYPE_D#15,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00161,instruction,FD,F_UN_RM_FF_TYPE_D#16,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00162,instruction,FD,F_UN_RM_FF_TYPE_D#17,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:377
T00163,instruction,FD,F_UN_RM_XF_TYPE_D#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:378
T00164,instruction,FD,F_UN_RM_XF_TYPE_D#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:378
T00165,instruction,FD,F_UN_RM_XF_TYPE_D#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:378
T00166,instruction,FD,F_UN_RM_XF_TYPE_D#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:378
T00167,instruction,FD,F_UN_RM_XF_TYPE_D#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:378
T00168,instruction,FD,F_UN_RM_XF_TYPE_D#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:378
T00169,instruction,FD,F_UN_RM_FX_TYPE_D#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:379
T00170,instruction,FD,F_UN_RM_FX_TYPE_D#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:379
T00171,instruction,FD,F_UN_RM_FX_TYPE_D#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:379
T00172,instruction,FD,F_UN_RM_FX_TYPE_D#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:379
T00173,instruction,FD,F_UN_RM_FX_TYPE_D#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:379
T00174,instruction,FD,F_UN_RM_FX_TYPE_D#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:379
T00175,instruction,FD,F_BIN_F_TYPE_D#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:645
T00176,instruction,FD,F_BIN_F_TYPE_D#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:645
T00177,instruction,FD,F_BIN_F_TYPE_D#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:645
T00178,instruction,FD,F_BIN_F_TYPE_D#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:645
T00179,instruction,FD,F_BIN_F_TYPE_D#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:645
T00180,instruction,FD,F_BIN_X_TYPE_D#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:646
T00181,instruction,FD,F_BIN_X_TYPE_D#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:646
T00182,instruction,FD,F_BIN_X_TYPE_D#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:646
T00183,instruction,FD,F_UN_X_TYPE_D,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:825
T00184,instruction,FD,F_UN_F_TYPE_D,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/dext_insts.sail:826
T00185,instruction,FD,LOAD_FP,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:269
T00186,instruction,FD,STORE_FP,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:305
T00187,instruction,FD,F_MADD_TYPE_S#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00188,instruction,FD,F_MADD_TYPE_S#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00189,instruction,FD,F_MADD_TYPE_S#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00190,instruction,FD,F_MADD_TYPE_S#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00191,instruction,FD,F_MADD_TYPE_S#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00192,instruction,FD,F_MADD_TYPE_S#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00193,instruction,FD,F_MADD_TYPE_S#6,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00194,instruction,FD,F_MADD_TYPE_S#7,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00195,instruction,FD,F_MADD_TYPE_S#8,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00196,instruction,FD,F_MADD_TYPE_S#9,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00197,instruction,FD,F_MADD_TYPE_S#10,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00198,instruction,FD,F_MADD_TYPE_S#11,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00199,instruction,FD,F_MADD_TYPE_S#12,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00200,instruction,FD,F_MADD_TYPE_S#13,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00201,instruction,FD,F_MADD_TYPE_S#14,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00202,instruction,FD,F_MADD_TYPE_S#15,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00203,instruction,FD,F_MADD_TYPE_S#16,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00204,instruction,FD,F_MADD_TYPE_S#17,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00205,instruction,FD,F_MADD_TYPE_S#18,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00206,instruction,FD,F_MADD_TYPE_S#19,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00207,instruction,FD,F_MADD_TYPE_S#20,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00208,instruction,FD,F_MADD_TYPE_S#21,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00209,instruction,FD,F_MADD_TYPE_S#22,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
