target_id,category,feature,target,required_mode,required_configuration,observable_result,source
T00855,csr,FD,fcsr (0x003),User,FD,CSR read/write result or illegal-instruction trap,extensions/FD/fdext_control.sail:25
T00856,csr,V,vstart (0x008),User,V,CSR read/write result or illegal-instruction trap,extensions/V/vext_regs.sail:302
T00857,csr,V,vxsat (0x009),User,V,CSR read/write result or illegal-instruction trap,extensions/V/vext_regs.sail:303
T00858,csr,V,vxrm (0x00A),User,V,CSR read/write result or illegal-instruction trap,extensions/V/vext_regs.sail:304
T00859,csr,V,vcsr (0x00F),User,V,CSR read/write result or illegal-instruction trap,extensions/V/vext_regs.sail:305
T00860,csr,cfi,ssp (0x011),User,cfi,CSR read/write result or illegal-instruction trap,extensions/cfi/zicfiss_regs.sail:47
T00861,csr,K,seed (0x015),User,K,CSR read/write result or illegal-instruction trap,extensions/K/zkr_control.sail:43
T00862,csr,core,sstatus (0x100),Supervisor,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:757
T00863,csr,core,sie (0x104),Supervisor,core,CSR read/write result or illegal-instruction trap,core/interrupt_regs.sail:230
T00864,csr,exceptions,stvec (0x105),Supervisor,exceptions,CSR read/write result or illegal-instruction trap,exceptions/sys_exceptions.sail:108
T00865,csr,core,scounteren (0x106),Supervisor,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:611
T00866,csr,core,senvcfg (0x10A),Supervisor,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:459
T00867,csr,Stateen,sstateen0 (0x10C),Supervisor,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:89
T00868,csr,Stateen,sstateen1 (0x10D),Supervisor,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:90
T00869,csr,Stateen,sstateen2 (0x10E),Supervisor,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:91
T00870,csr,Stateen,sstateen3 (0x10F),Supervisor,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:92
T00871,csr,core,sscratch (0x140),Supervisor,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:769
T00872,csr,exceptions,sepc (0x141),Supervisor,exceptions,CSR read/write result or illegal-instruction trap,exceptions/sys_exceptions.sail:109
T00873,csr,core,scause (0x142),Supervisor,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:770
T00874,csr,core,stval (0x143),Supervisor,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:771
T00875,csr,core,sip (0x144),Supervisor,core,CSR read/write result or illegal-instruction trap,core/interrupt_regs.sail:210
T00876,csr,Sstc,stimecmp (0x14D),Supervisor,Sstc,CSR read/write result or illegal-instruction trap,extensions/Sstc/sstc.sail:9
T00877,csr,Sstc,stimecmph (0x15D),Supervisor,Sstc,CSR read/write result or illegal-instruction trap,extensions/Sstc/sstc.sail:10
T00878,csr,sys,satp (0x180),Supervisor,sys,CSR read/write result or illegal-instruction trap,sys/vmem.sail:228
T00879,csr,Ssqosid,srmcfg (0x181),Supervisor,Ssqosid,CSR read/write result or illegal-instruction trap,extensions/Ssqosid/ssqosid.sail:32
T00880,csr,core,mstatus (0x300),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:270
T00881,csr,core,misa (0x301),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:126
T00882,csr,core,medeleg (0x302),Machine,core,CSR read/write result or illegal-instruction trap,core/interrupt_regs.sail:119
T00883,csr,core,mideleg (0x303),Machine,core,CSR read/write result or illegal-instruction trap,core/interrupt_regs.sail:121
T00884,csr,core,mie (0x304),Machine,core,CSR read/write result or illegal-instruction trap,core/interrupt_regs.sail:117
T00885,csr,exceptions,mtvec (0x305),Machine,exceptions,CSR read/write result or illegal-instruction trap,exceptions/sys_exceptions.sail:110
T00886,csr,core,mcounteren (0x306),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:625
T00887,csr,core,menvcfg (0x30A),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:457
T00888,csr,Stateen,mstateen0 (0x30C),Machine,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:9
T00889,csr,Stateen,mstateen1 (0x30D),Machine,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:10
T00890,csr,Stateen,mstateen2 (0x30E),Machine,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:11
T00891,csr,Stateen,mstateen3 (0x30F),Machine,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:12
T00892,csr,core,mstatush (0x310),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:271
T00893,csr,core,medelegh (0x312),Machine,core,CSR read/write result or illegal-instruction trap,core/interrupt_regs.sail:120
T00894,csr,core,menvcfgh (0x31A),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:458
T00895,csr,Stateen,mstateen0h (0x31C),Machine,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:13
T00896,csr,Stateen,mstateen1h (0x31D),Machine,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:14
T00897,csr,Stateen,mstateen2h (0x31E),Machine,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:15
T00898,csr,Stateen,mstateen3h (0x31F),Machine,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:16
T00899,csr,core,mcountinhibit (0x320),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:645
T00900,csr,Smcntrpmf,mcyclecfg (0x321),Machine,Smcntrpmf,CSR read/write result or illegal-instruction trap,extensions/Smcntrpmf/smcntrpmf.sail:26
T00901,csr,Smcntrpmf,minstretcfg (0x322),Machine,Smcntrpmf,CSR read/write result or illegal-instruction trap,extensions/Smcntrpmf/smcntrpmf.sail:28
T00902,csr,Zihpm,mhpmevent3 (0x323),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:74
T00903,csr,Zihpm,mhpmevent4 (0x324),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:75
T00904,csr,Zihpm,mhpmevent5 (0x325),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:76
T00905,csr,Zihpm,mhpmevent6 (0x326),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:77
T00906,csr,Zihpm,mhpmevent7 (0x327),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:78
T00907,csr,Zihpm,mhpmevent8 (0x328),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:79
T00908,csr,Zihpm,mhpmevent9 (0x329),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:80
T00909,csr,Zihpm,mhpmevent10 (0x32A),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:81
T00910,csr,Zihpm,mhpmevent11 (0x32B),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:82
T00911,csr,Zihpm,mhpmevent12 (0x32C),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:83
T00912,csr,Zihpm,mhpmevent13 (0x32D),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:84
T00913,csr,Zihpm,mhpmevent14 (0x32E),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:85
T00914,csr,Zihpm,mhpmevent15 (0x32F),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:86
T00915,csr,Zihpm,mhpmevent16 (0x330),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:87
T00916,csr,Zihpm,mhpmevent17 (0x331),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:88
T00917,csr,Zihpm,mhpmevent18 (0x332),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:89
T00918,csr,Zihpm,mhpmevent19 (0x333),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:90
T00919,csr,Zihpm,mhpmevent20 (0x334),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:91
T00920,csr,Zihpm,mhpmevent21 (0x335),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:92
T00921,csr,Zihpm,mhpmevent22 (0x336),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:93
T00922,csr,Zihpm,mhpmevent23 (0x337),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:94
T00923,csr,Zihpm,mhpmevent24 (0x338),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:95
T00924,csr,Zihpm,mhpmevent25 (0x339),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:96
T00925,csr,Zihpm,mhpmevent26 (0x33A),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:97
T00926,csr,Zihpm,mhpmevent27 (0x33B),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:98
T00927,csr,Zihpm,mhpmevent28 (0x33C),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:99
T00928,csr,Zihpm,mhpmevent29 (0x33D),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:100
T00929,csr,Zihpm,mhpmevent30 (0x33E),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:101
T00930,csr,Zihpm,mhpmevent31 (0x33F),Machine,Zihpm,CSR read/write result or illegal-instruction trap,extensions/Zihpm/zihpm.sail:102
T00931,csr,core,mscratch (0x340),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:581
T00932,csr,exceptions,mepc (0x341),Machine,exceptions,CSR read/write result or illegal-instruction trap,exceptions/sys_exceptions.sail:111
T00933,csr,core,mcause (0x342),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:535
T00934,csr,core,mtval (0x343),Machine,core,CSR read/write result or illegal-instruction trap,core/sys_regs.sail:580
T00935,csr,core,mip (0x344),Machine,core,CSR read/write result or illegal-instruction trap,core/interrupt_regs.sail:118
T00936,csr,pmp,pmpcfg0 (0x3A0),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:170
T00937,csr,pmp,pmpcfg1 (0x3A1),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:171
T00938,csr,pmp,pmpcfg2 (0x3A2),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:172
T00939,csr,pmp,pmpcfg3 (0x3A3),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:173
T00940,csr,pmp,pmpcfg4 (0x3A4),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:174
T00941,csr,pmp,pmpcfg5 (0x3A5),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:175
T00942,csr,pmp,pmpcfg6 (0x3A6),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:176
T00943,csr,pmp,pmpcfg7 (0x3A7),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:177
T00944,csr,pmp,pmpcfg8 (0x3A8),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:178
T00945,csr,pmp,pmpcfg9 (0x3A9),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:179
T00946,csr,pmp,pmpcfg10 (0x3AA),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:180
T00947,csr,pmp,pmpcfg11 (0x3AB),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:181
T00948,csr,pmp,pmpcfg12 (0x3AC),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:182
T00949,csr,pmp,pmpcfg13 (0x3AD),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:183
T00950,csr,pmp,pmpcfg14 (0x3AE),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:184
T00951,csr,pmp,pmpcfg15 (0x3AF),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:185
T00952,csr,pmp,pmpaddr0 (0x3B0),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:187
T00953,csr,pmp,pmpaddr1 (0x3B1),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:188
T00954,csr,pmp,pmpaddr2 (0x3B2),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:189
T00955,csr,pmp,pmpaddr3 (0x3B3),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:190
T00956,csr,pmp,pmpaddr4 (0x3B4),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:191
T00957,csr,pmp,pmpaddr5 (0x3B5),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:192
T00958,csr,pmp,pmpaddr6 (0x3B6),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:193
T00959,csr,pmp,pmpaddr7 (0x3B7),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:194
T00960,csr,pmp,pmpaddr8 (0x3B8),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:195
T00961,csr,pmp,pmpaddr9 (0x3B9),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:196
T00962,csr,pmp,pmpaddr10 (0x3BA),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:197
T00963,csr,pmp,pmpaddr11 (0x3BB),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:198
T00964,csr,pmp,pmpaddr12 (0x3BC),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:199
T00965,csr,pmp,pmpaddr13 (0x3BD),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:200
T00966,csr,pmp,pmpaddr14 (0x3BE),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:201
T00967,csr,pmp,pmpaddr15 (0x3BF),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:202
T00968,csr,pmp,pmpaddr16 (0x3C0),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:203
T00969,csr,pmp,pmpaddr17 (0x3C1),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:204
T00970,csr,pmp,pmpaddr18 (0x3C2),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:205
T00971,csr,pmp,pmpaddr19 (0x3C3),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:206
T00972,csr,pmp,pmpaddr20 (0x3C4),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:207
T00973,csr,pmp,pmpaddr21 (0x3C5),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:208
T00974,csr,pmp,pmpaddr22 (0x3C6),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:209
T00975,csr,pmp,pmpaddr23 (0x3C7),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:210
T00976,csr,pmp,pmpaddr24 (0x3C8),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:211
T00977,csr,pmp,pmpaddr25 (0x3C9),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:212
T00978,csr,pmp,pmpaddr26 (0x3CA),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:213
T00979,csr,pmp,pmpaddr27 (0x3CB),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:214
T00980,csr,pmp,pmpaddr28 (0x3CC),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:215
T00981,csr,pmp,pmpaddr29 (0x3CD),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:216
T00982,csr,pmp,pmpaddr30 (0x3CE),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:217
T00983,csr,pmp,pmpaddr31 (0x3CF),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:218
T00984,csr,pmp,pmpaddr32 (0x3D0),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:219
T00985,csr,pmp,pmpaddr33 (0x3D1),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:220
T00986,csr,pmp,pmpaddr34 (0x3D2),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:221
T00987,csr,pmp,pmpaddr35 (0x3D3),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:222
T00988,csr,pmp,pmpaddr36 (0x3D4),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:223
T00989,csr,pmp,pmpaddr37 (0x3D5),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:224
T00990,csr,pmp,pmpaddr38 (0x3D6),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:225
T00991,csr,pmp,pmpaddr39 (0x3D7),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:226
T00992,csr,pmp,pmpaddr40 (0x3D8),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:227
T00993,csr,pmp,pmpaddr41 (0x3D9),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:228
T00994,csr,pmp,pmpaddr42 (0x3DA),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:229
T00995,csr,pmp,pmpaddr43 (0x3DB),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:230
T00996,csr,pmp,pmpaddr44 (0x3DC),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:231
T00997,csr,pmp,pmpaddr45 (0x3DD),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:232
T00998,csr,pmp,pmpaddr46 (0x3DE),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:233
T00999,csr,pmp,pmpaddr47 (0x3DF),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:234
T01000,csr,pmp,pmpaddr48 (0x3E0),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:235
T01001,csr,pmp,pmpaddr49 (0x3E1),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:236
T01002,csr,pmp,pmpaddr50 (0x3E2),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:237
T01003,csr,pmp,pmpaddr51 (0x3E3),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:238
T01004,csr,pmp,pmpaddr52 (0x3E4),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:239
T01005,csr,pmp,pmpaddr53 (0x3E5),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:240
T01006,csr,pmp,pmpaddr54 (0x3E6),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:241
T01007,csr,pmp,pmpaddr55 (0x3E7),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:242
T01008,csr,pmp,pmpaddr56 (0x3E8),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:243
T01009,csr,pmp,pmpaddr57 (0x3E9),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:244
T01010,csr,pmp,pmpaddr58 (0x3EA),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:245
T01011,csr,pmp,pmpaddr59 (0x3EB),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:246
T01012,csr,pmp,pmpaddr60 (0x3EC),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:247
T01013,csr,pmp,pmpaddr61 (0x3ED),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:248
T01014,csr,pmp,pmpaddr62 (0x3EE),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:249
T01015,csr,pmp,pmpaddr63 (0x3EF),Machine,pmp,CSR read/write result or illegal-instruction trap,pmp/pmp_regs.sail:250
T01016,csr,Stateen,hstateen0 (0x60C),Hypervisor/VS,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:49
T01017,csr,Stateen,hstateen1 (0x60D),Hypervisor/VS,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:50
T01018,csr,Stateen,hstateen2 (0x60E),Hypervisor/VS,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:51
T01019,csr,Stateen,hstateen3 (0x60F),Hypervisor/VS,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:52
T01020,csr,Stateen,hstateen0h (0x61C),Hypervisor/VS,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:53
T01021,csr,Stateen,hstateen1h (0x61D),Hypervisor/VS,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:54
T01022,csr,Stateen,hstateen2h (0x61E),Hypervisor/VS,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:55
T01023,csr,Stateen,hstateen3h (0x61F),Hypervisor/VS,Stateen,CSR read/write result or illegal-instruction trap,extensions/Stateen/stateen_csrs.sail:56
T01024,csr,Smcntrpmf,mcyclecfgh (0x721),Machine,Smcntrpmf,CSR read/write result or illegal-instruction trap,extensions/Smcntrpmf/smcntrpmf.sail:27
T01025,csr,Smcntrpmf,minstretcfgh (0x722),Machine,Smcntrpmf,CSR read/write result or illegal-instruction trap,extensions/Smcntrpmf/smcntrpmf.sail:29
T01026,csr,Sscofpmf,mhpmevent3h (0x723),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:12
T01027,csr,Sscofpmf,mhpmevent4h (0x724),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:13
T01028,csr,Sscofpmf,mhpmevent5h (0x725),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:14
T01029,csr,Sscofpmf,mhpmevent6h (0x726),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:15
T01030,csr,Sscofpmf,mhpmevent7h (0x727),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:16
T01031,csr,Sscofpmf,mhpmevent8h (0x728),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:17
T01032,csr,Sscofpmf,mhpmevent9h (0x729),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:18
T01033,csr,Sscofpmf,mhpmevent10h (0x72A),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:19
T01034,csr,Sscofpmf,mhpmevent11h (0x72B),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:20
T01035,csr,Sscofpmf,mhpmevent12h (0x72C),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:21
T01036,csr,Sscofpmf,mhpmevent13h (0x72D),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:22
T01037,csr,Sscofpmf,mhpmevent14h (0x72E),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:23
T01038,csr,Sscofpmf,mhpmevent15h (0x72F),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:24
T01039,csr,Sscofpmf,mhpmevent16h (0x730),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:25
T01040,csr,Sscofpmf,mhpmevent17h (0x731),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:26
T01041,csr,Sscofpmf,mhpmevent18h (0x732),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:27
T01042,csr,Sscofpmf,mhpmevent19h (0x733),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:28
T01043,csr,Sscofpmf,mhpmevent20h (0x734),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:29
T01044,csr,Sscofpmf,mhpmevent21h (0x735),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:30
T01045,csr,Sscofpmf,mhpmevent22h (0x736),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:31
T01046,csr,Sscofpmf,mhpmevent23h (0x737),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:32
T01047,csr,Sscofpmf,mhpmevent24h (0x738),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:33
T01048,csr,Sscofpmf,mhpmevent25h (0x739),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:34
T01049,csr,Sscofpmf,mhpmevent26h (0x73A),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:35
T01050,csr,Sscofpmf,mhpmevent27h (0x73B),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:36
T01051,csr,Sscofpmf,mhpmevent28h (0x73C),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:37
T01052,csr,Sscofpmf,mhpmevent29h (0x73D),Machine,Sscofpmf,CSR read/write result or illegal-instruction trap,extensions/Sscofpmf/sscofpmf.sail:38
