address,name,privilege_from_address,feature_group,read_write_behaviour,source
0xC01,time,User,Zicntr,Not directly derivable from Sail,extensions/Zicntr/zicntr_control.sail:12
0xC02,instret,User,Zicntr,Not directly derivable from Sail,extensions/Zicntr/zicntr_control.sail:13
0xC03,hpmcounter3,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:13
0xC04,hpmcounter4,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:14
0xC05,hpmcounter5,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:15
0xC06,hpmcounter6,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:16
0xC07,hpmcounter7,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:17
0xC08,hpmcounter8,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:18
0xC09,hpmcounter9,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:19
0xC0A,hpmcounter10,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:20
0xC0B,hpmcounter11,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:21
0xC0C,hpmcounter12,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:22
0xC0D,hpmcounter13,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:23
0xC0E,hpmcounter14,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:24
0xC0F,hpmcounter15,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:25
0xC10,hpmcounter16,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:26
0xC11,hpmcounter17,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:27
0xC12,hpmcounter18,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:28
0xC13,hpmcounter19,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:29
0xC14,hpmcounter20,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:30
0xC15,hpmcounter21,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:31
0xC16,hpmcounter22,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:32
0xC17,hpmcounter23,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:33
0xC18,hpmcounter24,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:34
0xC19,hpmcounter25,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:35
0xC1A,hpmcounter26,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:36
0xC1B,hpmcounter27,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:37
0xC1C,hpmcounter28,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:38
0xC1D,hpmcounter29,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:39
0xC1E,hpmcounter30,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:40
0xC1F,hpmcounter31,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:41
0xC20,vl,User,V,Not directly derivable from Sail,extensions/V/vext_regs.sail:306
0xC21,vtype,User,V,Not directly derivable from Sail,extensions/V/vext_regs.sail:307
0xC22,vlenb,User,V,Not directly derivable from Sail,extensions/V/vext_regs.sail:308
0xC80,cycleh,User,Zicntr,Not directly derivable from Sail,extensions/Zicntr/zicntr_control.sail:14
0xC81,timeh,User,Zicntr,Not directly derivable from Sail,extensions/Zicntr/zicntr_control.sail:15
0xC82,instreth,User,Zicntr,Not directly derivable from Sail,extensions/Zicntr/zicntr_control.sail:16
0xC83,hpmcounter3h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:43
0xC84,hpmcounter4h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:44
0xC85,hpmcounter5h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:45
0xC86,hpmcounter6h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:46
0xC87,hpmcounter7h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:47
0xC88,hpmcounter8h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:48
0xC89,hpmcounter9h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:49
0xC8A,hpmcounter10h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:50
0xC8B,hpmcounter11h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:51
0xC8C,hpmcounter12h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:52
0xC8D,hpmcounter13h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:53
0xC8E,hpmcounter14h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:54
0xC8F,hpmcounter15h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:55
0xC90,hpmcounter16h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:56
0xC91,hpmcounter17h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:57
0xC92,hpmcounter18h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:58
0xC93,hpmcounter19h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:59
0xC94,hpmcounter20h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:60
0xC95,hpmcounter21h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:61
0xC96,hpmcounter22h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:62
0xC97,hpmcounter23h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:63
0xC98,hpmcounter24h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:64
0xC99,hpmcounter25h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:65
0xC9A,hpmcounter26h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:66
0xC9B,hpmcounter27h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:67
0xC9C,hpmcounter28h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:68
0xC9D,hpmcounter29h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:69
0xC9E,hpmcounter30h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:70
0xC9F,hpmcounter31h,User,Zihpm,Not directly derivable from Sail,extensions/Zihpm/zihpm.sail:71
0xDA0,scountovf,Supervisor,Sscofpmf,Not directly derivable from Sail,extensions/Sscofpmf/sscofpmf.sail:42
0xF11,mvendorid,Machine,core,Not directly derivable from Sail,core/sys_regs.sail:676
0xF12,marchid,Machine,core,Not directly derivable from Sail,core/sys_regs.sail:677
0xF13,mimpid,Machine,core,Not directly derivable from Sail,core/sys_regs.sail:678
0xF14,mhartid,Machine,core,Not directly derivable from Sail,core/sys_regs.sail:679
0xF15,mconfigptr,Machine,core,Not directly derivable from Sail,core/sys_regs.sail:680
