name,extension_group,signature,operand_types,enum_operands,forms,encdec_clauses,compressed,config_prerequisites,source
FLI_H,FD,"(bits(5), fregidx)",bits(5);fregidx,,1,1,False,(currentlyEnabled(Ext_Zfh) | currentlyEnabled(Ext_Zvfh)) & currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:13
FLI_S,FD,"(bits(5), fregidx)",bits(5);fregidx,,1,1,False,currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:63
FLI_D,FD,"(bits(5), fregidx)",bits(5);fregidx,,1,1,False,currentlyEnabled(Ext_D) & currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:113
FMINM_H,FD,"(fregidx, fregidx, fregidx)",fregidx;fregidx;fregidx,,1,1,False,currentlyEnabled(Ext_Zfh) & currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:163
FMAXM_H,FD,"(fregidx, fregidx, fregidx)",fregidx;fregidx;fregidx,,1,1,False,currentlyEnabled(Ext_Zfh) & currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:194
FMINM_S,FD,"(fregidx, fregidx, fregidx)",fregidx;fregidx;fregidx,,1,1,False,currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:225
FMAXM_S,FD,"(fregidx, fregidx, fregidx)",fregidx;fregidx;fregidx,,1,1,False,currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:256
FMINM_D,FD,"(fregidx, fregidx, fregidx)",fregidx;fregidx;fregidx,,1,1,False,currentlyEnabled(Ext_D) & currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:287
FMAXM_D,FD,"(fregidx, fregidx, fregidx)",fregidx;fregidx;fregidx,,1,1,False,currentlyEnabled(Ext_D) & currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:318
FROUND_H,FD,"(fregidx, rounding_mode, fregidx)",fregidx;rounding_mode;fregidx,rounding_mode(6),6,1,False,currentlyEnabled(Ext_Zfh) & currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:349
FROUNDNX_H,FD,"(fregidx, rounding_mode, fregidx)",fregidx;rounding_mode;fregidx,rounding_mode(6),6,1,False,currentlyEnabled(Ext_Zfh) & currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:378
FROUND_S,FD,"(fregidx, rounding_mode, fregidx)",fregidx;rounding_mode;fregidx,rounding_mode(6),6,1,False,currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:407
FROUNDNX_S,FD,"(fregidx, rounding_mode, fregidx)",fregidx;rounding_mode;fregidx,rounding_mode(6),6,1,False,currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:436
FROUND_D,FD,"(fregidx, rounding_mode, fregidx)",fregidx;rounding_mode;fregidx,rounding_mode(6),6,1,False,currentlyEnabled(Ext_D) & currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:465
FROUNDNX_D,FD,"(fregidx, rounding_mode, fregidx)",fregidx;rounding_mode;fregidx,rounding_mode(6),6,1,False,currentlyEnabled(Ext_D) & currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:494
FMVH_X_D,FD,"(fregidx, regidx)",fregidx;regidx,,1,1,False,currentlyEnabled(Ext_D) & currentlyEnabled(Ext_Zfa) & in32BitMode(),extensions/FD/zfa_insts.sail:523
FMVP_D_X,FD,"(regidx, regidx, fregidx)",regidx;regidx;fregidx,,1,1,False,currentlyEnabled(Ext_D) & currentlyEnabled(Ext_Zfa) & in32BitMode(),extensions/FD/zfa_insts.sail:542
FLEQ_H,FD,"(fregidx, fregidx, regidx)",fregidx;fregidx;regidx,,1,1,False,currentlyEnabled(Ext_Zfh) & currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:570
FLTQ_H,FD,"(fregidx, fregidx, regidx)",fregidx;fregidx;regidx,,1,1,False,currentlyEnabled(Ext_Zfh) & currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:595
FLEQ_S,FD,"(fregidx, fregidx, regidx)",fregidx;fregidx;regidx,,1,1,False,currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:620
FLTQ_S,FD,"(fregidx, fregidx, regidx)",fregidx;fregidx;regidx,,1,1,False,currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:645
FLEQ_D,FD,"(fregidx, fregidx, regidx)",fregidx;fregidx;regidx,,1,1,False,currentlyEnabled(Ext_D) & currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:671
FLTQ_D,FD,"(fregidx, fregidx, regidx)",fregidx;fregidx;regidx,,1,1,False,currentlyEnabled(Ext_D) & currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:696
FCVTMOD_W_D,FD,"(fregidx, regidx)",fregidx;regidx,,1,1,False,currentlyEnabled(Ext_D) & currentlyEnabled(Ext_Zfa),extensions/FD/zfa_insts.sail:778
F_BIN_RM_TYPE_H,FD,"(fregidx, fregidx, rounding_mode, fregidx, f_bin_rm_op_H)",fregidx;fregidx;rounding_mode;fregidx;f_bin_rm_op_H,rounding_mode(6);f_bin_rm_op_H(4),24,4,False,haveHalfFPU(),extensions/FD/zfh_insts.sail:172
F_MADD_TYPE_H,FD,"(fregidx, fregidx, fregidx, rounding_mode, fregidx, f_madd_op_H)",fregidx;fregidx;fregidx;rounding_mode;fregidx;f_madd_op_H,rounding_mode(6);f_madd_op_H(4),24,4,False,haveHalfFPU(),extensions/FD/zfh_insts.sail:236
F_BIN_F_TYPE_H,FD,"(fregidx, fregidx, fregidx, f_bin_f_op_H)",fregidx;fregidx;fregidx;f_bin_f_op_H,f_bin_f_op_H(5),5,5,False,haveHalfFPU(),extensions/FD/zfh_insts.sail:303
F_BIN_X_TYPE_H,FD,"(fregidx, fregidx, regidx, f_bin_x_op_H)",fregidx;fregidx;regidx;f_bin_x_op_H,f_bin_x_op_H(3),3,3,False,haveHalfFPU(),extensions/FD/zfh_insts.sail:304
F_UN_RM_FF_TYPE_H,FD,"(fregidx, rounding_mode, fregidx, f_un_rm_ff_op_H)",fregidx;rounding_mode;fregidx;f_un_rm_ff_op_H,rounding_mode(6);f_un_rm_ff_op_H(5),30,5,False,haveHalfFPU();haveHalfMin();haveHalfMin() & (haveDoubleFPU() & validDoubleRegs([rd]));haveHalfMin() & (haveDoubleFPU() & validDoubleRegs([rs1])),extensions/FD/zfh_insts.sail:484
F_UN_RM_FX_TYPE_H,FD,"(fregidx, rounding_mode, regidx, f_un_rm_fx_op_H)",fregidx;rounding_mode;regidx;f_un_rm_fx_op_H,rounding_mode(6),6,4,False,haveHalfFPU();haveHalfFPU() & xlen >= 64,extensions/FD/zfh_insts.sail:485
F_UN_RM_XF_TYPE_H,FD,"(regidx, rounding_mode, fregidx, f_un_rm_xf_op_H)",regidx;rounding_mode;fregidx;f_un_rm_xf_op_H,rounding_mode(6),6,4,False,haveHalfFPU();haveHalfFPU() & xlen >= 64,extensions/FD/zfh_insts.sail:486
F_UN_F_TYPE_H,FD,"(regidx, fregidx, f_un_f_op_H)",regidx;fregidx;f_un_f_op_H,f_un_f_op_H(1),1,1,False,currentlyEnabled(Ext_Zfhmin) | currentlyEnabled(Ext_Zfbfmin),extensions/FD/zfh_insts.sail:793
F_UN_X_TYPE_H,FD,"(fregidx, regidx, f_un_x_op_H)",fregidx;regidx;f_un_x_op_H,f_un_x_op_H(2),2,2,False,currentlyEnabled(Ext_Zfhmin) | currentlyEnabled(Ext_Zfbfmin);haveHalfFPU(),extensions/FD/zfh_insts.sail:794
UTYPE,I,"(bits(20), regidx, uop)",bits(20);regidx;uop,uop(2),2,1,False,none stated,extensions/I/base_insts.sail:16
JAL,I,"(bits(21), regidx)",bits(21);regidx,,1,1,False,none stated,extensions/I/base_insts.sail:70
JALR,I,"(bits(12), regidx, regidx)",bits(12);regidx;regidx,,1,1,False,none stated,extensions/I/base_insts.sail:89
BTYPE,I,"(bits(13), regidx, regidx, bop)",bits(13);regidx;regidx;bop,bop(6),6,1,False,none stated,extensions/I/base_insts.sail:101
ITYPE,I,"(bits(12), regidx, regidx, iop)",bits(12);regidx;regidx;iop,iop(6),6,1,False,none stated,extensions/I/base_insts.sail:143
SHIFTIOP,I,"(bits(6), regidx, regidx, sop)",bits(6);regidx;regidx;sop,sop(3),3,3,False,xlen == 64 | shamt[5] == 0b0,extensions/I/base_insts.sail:184
RTYPE,I,"(regidx, regidx, regidx, rop)",regidx;regidx;regidx;rop,,1,10,False,none stated,extensions/I/base_insts.sail:223
LOAD,I,"(bits(12), regidx, regidx, bool, word_width)",bits(12);regidx;regidx;bool;word_width,,1,1,False,"valid_load_encdec(width, is_unsigned)",extensions/I/base_insts.sail:270
STORE,I,"(bits(12), regidx, regidx, word_width)",bits(12);regidx;regidx;word_width,,1,1,False,width <= xlen_bytes,extensions/I/base_insts.sail:309
ADDIW,I,"(bits(12), regidx, regidx)",bits(12);regidx;regidx,,1,1,False,xlen == 64,extensions/I/base_insts.sail:337
RTYPEW,I,"(regidx, regidx, regidx, ropw)",regidx;regidx;regidx;ropw,ropw(5),5,5,False,xlen == 64,extensions/I/base_insts.sail:355
SHIFTIWOP,I,"(bits(5), regidx, regidx, sopw)",bits(5);regidx;regidx;sopw,sopw(3),3,3,False,xlen == 64,extensions/I/base_insts.sail:401
FENCE_TSO,I,unit,unit,,1,1,False,none stated,extensions/I/base_insts.sail:436
FENCE,I,"(bits(4), bits(4), bits(4), regidx, regidx)",bits(4);bits(4);bits(4);regidx;regidx,,1,1,False,none stated,extensions/I/base_insts.sail:450
ECALL,I,unit,unit,,1,1,False,none stated,extensions/I/base_insts.sail:536
MRET,I,unit,unit,,1,1,False,none stated,extensions/I/base_insts.sail:560
SRET,I,unit,unit,,1,1,False,none stated,extensions/I/base_insts.sail:597
EBREAK,I,unit,unit,,1,1,False,none stated,extensions/I/base_insts.sail:642
WFI,I,unit,unit,,1,1,False,none stated,extensions/I/base_insts.sail:653
SFENCE_VMA,I,"(regidx, regidx)",regidx;regidx,,1,1,False,virtual_memory_supported() | not(config extensions.Svbare.sfence_vma_illegal_if_svbare_only : bool),extensions/I/base_insts.sail:672
ZBKB_RTYPE,K,"(regidx, regidx, regidx, brop_zbkb)",regidx;regidx;regidx;brop_zbkb,brop_zbkb(2),2,2,False,currentlyEnabled(Ext_Zbkb),extensions/K/zbkb_insts.sail:10
ZBKB_PACKW,K,"(regidx, regidx, regidx)",regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zbkb) & xlen == 64,extensions/K/zbkb_insts.sail:43
ZIP,K,"(regidx, regidx)",regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zbkb) & xlen == 32,extensions/K/zbkb_insts.sail:63
UNZIP,K,"(regidx, regidx)",regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zbkb) & xlen == 32,extensions/K/zbkb_insts.sail:86
BREV8,K,"(regidx, regidx)",regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zbkb),extensions/K/zbkb_insts.sail:109
XPERM8,K,"(regidx, regidx, regidx)",regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zbkx),extensions/K/zbkx_insts.sail:12
XPERM4,K,"(regidx, regidx, regidx)",regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zbkx),extensions/K/zbkx_insts.sail:37
SHA256SIG0,K,"(regidx, regidx)",regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknh),extensions/K/zkn_insts.sail:15
SHA256SIG1,K,"(regidx, regidx)",regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknh),extensions/K/zkn_insts.sail:16
SHA256SUM0,K,"(regidx, regidx)",regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknh),extensions/K/zkn_insts.sail:17
SHA256SUM1,K,"(regidx, regidx)",regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknh),extensions/K/zkn_insts.sail:18
AES32ESMI,K,"(bits(2), regidx, regidx, regidx)",bits(2);regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zkne) & xlen == 32,extensions/K/zkn_insts.sail:85
AES32ESI,K,"(bits(2), regidx, regidx, regidx)",bits(2);regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zkne) & xlen == 32,extensions/K/zkn_insts.sail:105
AES32DSMI,K,"(bits(2), regidx, regidx, regidx)",bits(2);regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknd) & xlen == 32,extensions/K/zkn_insts.sail:129
AES32DSI,K,"(bits(2), regidx, regidx, regidx)",bits(2);regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknd) & xlen == 32,extensions/K/zkn_insts.sail:149
SHA512SIG0L,K,"(regidx, regidx, regidx)",regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknh) & xlen == 32,extensions/K/zkn_insts.sail:171
SHA512SIG0H,K,"(regidx, regidx, regidx)",regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknh) & xlen == 32,extensions/K/zkn_insts.sail:172
SHA512SIG1L,K,"(regidx, regidx, regidx)",regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknh) & xlen == 32,extensions/K/zkn_insts.sail:173
SHA512SIG1H,K,"(regidx, regidx, regidx)",regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknh) & xlen == 32,extensions/K/zkn_insts.sail:174
SHA512SUM0R,K,"(regidx, regidx, regidx)",regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknh) & xlen == 32,extensions/K/zkn_insts.sail:175
SHA512SUM1R,K,"(regidx, regidx, regidx)",regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknh) & xlen == 32,extensions/K/zkn_insts.sail:176
AES64KS1I,K,"(bits(4), regidx, regidx)",bits(4);regidx;regidx,,1,1,False,(currentlyEnabled(Ext_Zkne) | currentlyEnabled(Ext_Zknd)) & (xlen == 64) & (rnum <_u 0xB),extensions/K/zkn_insts.sail:265
AES64KS2,K,"(regidx, regidx, regidx)",regidx;regidx;regidx,,1,1,False,(currentlyEnabled(Ext_Zkne) | currentlyEnabled(Ext_Zknd)) & xlen == 64,extensions/K/zkn_insts.sail:266
AES64IM,K,"(regidx, regidx)",regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknd) & xlen == 64,extensions/K/zkn_insts.sail:267
AES64ESM,K,"(regidx, regidx, regidx)",regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zkne) & xlen == 64,extensions/K/zkn_insts.sail:268
AES64ES,K,"(regidx, regidx, regidx)",regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zkne) & xlen == 64,extensions/K/zkn_insts.sail:269
AES64DSM,K,"(regidx, regidx, regidx)",regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknd) & xlen == 64,extensions/K/zkn_insts.sail:270
AES64DS,K,"(regidx, regidx, regidx)",regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknd) & xlen == 64,extensions/K/zkn_insts.sail:271
SHA512SIG0,K,"(regidx, regidx)",regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknh) & xlen == 64,extensions/K/zkn_insts.sail:395
SHA512SIG1,K,"(regidx, regidx)",regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknh) & xlen == 64,extensions/K/zkn_insts.sail:396
SHA512SUM0,K,"(regidx, regidx)",regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknh) & xlen == 64,extensions/K/zkn_insts.sail:397
SHA512SUM1,K,"(regidx, regidx)",regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zknh) & xlen == 64,extensions/K/zkn_insts.sail:398
SM3P0,K,"(regidx, regidx)",regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zksh),extensions/K/zks_insts.sail:14
SM3P1,K,"(regidx, regidx)",regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zksh),extensions/K/zks_insts.sail:15
SM4ED,K,"(bits(2), regidx, regidx, regidx)",bits(2);regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zksed),extensions/K/zks_insts.sail:52
SM4KS,K,"(bits(2), regidx, regidx, regidx)",bits(2);regidx;regidx;regidx,,1,1,False,currentlyEnabled(Ext_Zksed),extensions/K/zks_insts.sail:53
MUL,M,"(regidx, regidx, regidx, mul_op)",regidx;regidx;regidx;mul_op,,1,1,False,currentlyEnabled(Ext_M) | currentlyEnabled(Ext_Zmmul),extensions/M/mext_insts.sail:16
DIV,M,"(regidx, regidx, regidx, bool)",regidx;regidx;regidx;bool,,1,1,False,currentlyEnabled(Ext_M),extensions/M/mext_insts.sail:47
REM,M,"(regidx, regidx, regidx, bool)",regidx;regidx;regidx;bool,,1,1,False,currentlyEnabled(Ext_M),extensions/M/mext_insts.sail:70
MULW,M,"(regidx, regidx, regidx)",regidx;regidx;regidx,,1,1,False,xlen == 64 & (currentlyEnabled(Ext_M) | currentlyEnabled(Ext_Zmmul)),extensions/M/mext_insts.sail:92
DIVW,M,"(regidx, regidx, regidx, bool)",regidx;regidx;regidx;bool,,1,1,False,xlen == 64 & currentlyEnabled(Ext_M),extensions/M/mext_insts.sail:114
REMW,M,"(regidx, regidx, regidx, bool)",regidx;regidx;regidx;bool,,1,1,False,xlen == 64 & currentlyEnabled(Ext_M),extensions/M/mext_insts.sail:138
SINVAL_VMA,Svinval,"(regidx, regidx)",regidx;regidx,,1,1,False,currentlyEnabled(Ext_Svinval),extensions/Svinval/svinval_insts.sail:11
SFENCE_W_INVAL,Svinval,unit,unit,,1,1,False,currentlyEnabled(Ext_Svinval),extensions/Svinval/svinval_insts.sail:26
SFENCE_INVAL_IR,Svinval,unit,unit,,1,1,False,currentlyEnabled(Ext_Svinval),extensions/Svinval/svinval_insts.sail:44
VVTYPE,V,"(vvfunct6, bits(1), vregidx, vregidx, vregidx)",vvfunct6;bits(1);vregidx;vregidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:17
NVSTYPE,V,"(nvsfunct6, bits(1), vregidx, vregidx, vregidx)",nvsfunct6;bits(1);vregidx;vregidx;vregidx,nvsfunct6(2),2,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 16),extensions/V/vext_arith_insts.sail:208
NVTYPE,V,"(nvfunct6, bits(1), vregidx, vregidx, vregidx)",nvfunct6;bits(1);vregidx;vregidx;vregidx,nvfunct6(2),2,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 16),extensions/V/vext_arith_insts.sail:283
MASKTYPEV,V,"(vregidx, vregidx, vregidx)",vregidx;vregidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:358
MOVETYPEV,V,"(vregidx, vregidx)",vregidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:415
VXTYPE,V,"(vxfunct6, bits(1), vregidx, regidx, vregidx)",vxfunct6;bits(1);vregidx;regidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:455
NXSTYPE,V,"(nxsfunct6, bits(1), vregidx, regidx, vregidx)",nxsfunct6;bits(1);vregidx;regidx;vregidx,nxsfunct6(2),2,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 16),extensions/V/vext_arith_insts.sail:598
NXTYPE,V,"(nxfunct6, bits(1), vregidx, regidx, vregidx)",nxfunct6;bits(1);vregidx;regidx;vregidx,nxfunct6(2),2,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 16),extensions/V/vext_arith_insts.sail:671
VXSG,V,"(vxsgfunct6, bits(1), vregidx, regidx, vregidx)",vxsgfunct6;bits(1);vregidx;regidx;vregidx,vxsgfunct6(3),3,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:745
MASKTYPEX,V,"(vregidx, regidx, vregidx)",vregidx;regidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:829
MOVETYPEX,V,"(regidx, vregidx)",regidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:884
VITYPE,V,"(vifunct6, bits(1), vregidx, bits(5), vregidx)",vifunct6;bits(1);vregidx;bits(5);vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:921
NISTYPE,V,"(nisfunct6, bits(1), vregidx, bits(5), vregidx)",nisfunct6;bits(1);vregidx;bits(5);vregidx,nisfunct6(2),2,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 16),extensions/V/vext_arith_insts.sail:1029
NITYPE,V,"(nifunct6, bits(1), vregidx, bits(5), vregidx)",nifunct6;bits(1);vregidx;bits(5);vregidx,nifunct6(2),2,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 16),extensions/V/vext_arith_insts.sail:1102
VISG,V,"(visgfunct6, bits(1), vregidx, bits(5), vregidx)",visgfunct6;bits(1);vregidx;bits(5);vregidx,visgfunct6(3),3,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:1176
MASKTYPEI,V,"(vregidx, bits(5), vregidx)",vregidx;bits(5);vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:1259
MOVETYPEI,V,"(vregidx, bits(5))",vregidx;bits(5),,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:1314
VMVRTYPE,V,"(vregidx, {1, 2, 4, 8}, vregidx)",vregidx;{1;2;4;8};vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:1351
MVVTYPE,V,"(mvvfunct6, bits(1), vregidx, vregidx, vregidx)",mvvfunct6;bits(1);vregidx;vregidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:1418
MVVMATYPE,V,"(mvvmafunct6, bits(1), vregidx, vregidx, vregidx)",mvvmafunct6;bits(1);vregidx;vregidx;vregidx,mvvmafunct6(4),4,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:1551
WVVTYPE,V,"(wvvfunct6, bits(1), vregidx, vregidx, vregidx)",wvvfunct6;bits(1);vregidx;vregidx;vregidx,wvvfunct6(7),7,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 16),extensions/V/vext_arith_insts.sail:1617
WVTYPE,V,"(wvfunct6, bits(1), vregidx, vregidx, vregidx)",wvfunct6;bits(1);vregidx;vregidx;vregidx,wvfunct6(4),4,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 16),extensions/V/vext_arith_insts.sail:1697
WMVVTYPE,V,"(wmvvfunct6, bits(1), vregidx, vregidx, vregidx)",wmvvfunct6;bits(1);vregidx;vregidx;vregidx,wmvvfunct6(3),3,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 16),extensions/V/vext_arith_insts.sail:1770
VEXTTYPE,V,"(vextfunct6, bits(1), vregidx, vregidx)",vextfunct6;bits(1);vregidx;vregidx,vextfunct6(6),6,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:1840
VMVXS,V,"(vregidx, regidx)",vregidx;regidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:1922
MVVCOMPRESS,V,"(vregidx, vregidx, vregidx)",vregidx;vregidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:1959
MVXTYPE,V,"(mvxfunct6, bits(1), vregidx, regidx, vregidx)",mvxfunct6;bits(1);vregidx;regidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:2021
MVXMATYPE,V,"(mvxmafunct6, bits(1), vregidx, regidx, vregidx)",mvxmafunct6;bits(1);vregidx;regidx;vregidx,mvxmafunct6(4),4,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:2168
WVXTYPE,V,"(wvxfunct6, bits(1), vregidx, regidx, vregidx)",wvxfunct6;bits(1);vregidx;regidx;vregidx,wvxfunct6(7),7,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 16),extensions/V/vext_arith_insts.sail:2232
WXTYPE,V,"(wxfunct6, bits(1), vregidx, regidx, vregidx)",wxfunct6;bits(1);vregidx;regidx;vregidx,wxfunct6(4),4,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 16),extensions/V/vext_arith_insts.sail:2311
WMVXTYPE,V,"(wmvxfunct6, bits(1), vregidx, regidx, vregidx)",wmvxfunct6;bits(1);vregidx;regidx;vregidx,wmvxfunct6(4),4,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 16),extensions/V/vext_arith_insts.sail:2383
VMVSX,V,"(regidx, vregidx)",regidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zve32x) & get_sew() <= 32),extensions/V/vext_arith_insts.sail:2453
FVVTYPE,V,"(fvvfunct6, bits(1), vregidx, vregidx, vregidx)",fvvfunct6;bits(1);vregidx;vregidx;vregidx,,1,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_insts.sail:16
FVVMATYPE,V,"(fvvmafunct6, bits(1), vregidx, vregidx, vregidx)",fvvmafunct6;bits(1);vregidx;vregidx;vregidx,fvvmafunct6(8),8,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_insts.sail:102
FWVVTYPE,V,"(fwvvfunct6, bits(1), vregidx, vregidx, vregidx)",fwvvfunct6;bits(1);vregidx;vregidx;vregidx,fwvvfunct6(3),3,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_insts.sail:184
FWVVMATYPE,V,"(fwvvmafunct6, bits(1), vregidx, vregidx, vregidx)",fwvvmafunct6;bits(1);vregidx;vregidx;vregidx,fwvvmafunct6(4),4,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_insts.sail:255
FWVTYPE,V,"(fwvfunct6, bits(1), vregidx, vregidx, vregidx)",fwvfunct6;bits(1);vregidx;vregidx;vregidx,fwvfunct6(2),2,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_insts.sail:328
VFUNARY0,V,"(bits(1), vregidx, vfunary0, vregidx)",bits(1);vregidx;vfunary0;vregidx,vfunary0(6),6,1,False,(currentlyEnabled(Ext_Zvfh)   & get_sew() == 16),extensions/V/vext_fp_insts.sail:395
VFWUNARY0,V,"(bits(1), vregidx, vfwunary0, vregidx)",bits(1);vregidx;vfwunary0;vregidx,,1,1,False,valid_widening_fp_conversion(vfwunary0),extensions/V/vext_fp_insts.sail:516
VFNUNARY0,V,"(bits(1), vregidx, vfnunary0, vregidx)",bits(1);vregidx;vfnunary0;vregidx,,1,1,False,valid_narrowing_fp_conversion(vfnunary0),extensions/V/vext_fp_insts.sail:650
